run	gsr_y	ID
1	0.03820369765162468	1001
2	0.037856604903936386	1001
1	0.016225872561335564	1003
1	0.044947944581508636	1004
2	0.04643457010388374	1004
2	0.029095739126205444	1006
1	0.028824158012866974	1006
2	0.028122639283537865	1009
1	0.02867833711206913	1009
2	0.024568043649196625	1010
1	0.02732188068330288	1010
1	0.016841735690832138	1011
2	0.01800438016653061	1011
1	0.012910911813378334	1012
2	0.012937374413013458	1012
1	0.015579981729388237	1013
2	0.015729928389191628	1013
2	0.016768965870141983	1015
1	0.01651209220290184	1015
1	0.03439057245850563	1016
2	0.024859564378857613	1016
1	0.015428589656949043	1019
2	0.015398182906210423	1019
2	0.015603449195623398	1021
1	0.015523180365562439	1021
2	0.011621941812336445	1242
1	0.017767284065485	1242
1	0.010934006422758102	1243
2	0.010393712669610977	1243
1	0.03017447143793106	1244
2	0.029975786805152893	1244
2	0.025678128004074097	1248
1	0.020018551498651505	1248
2	0.028035013005137444	1249
1	0.02647033892571926	1249
1	0.023743825033307076	1251
2	0.02643844485282898	1251
1	0.013015984557569027	1253
2	0.02256028912961483	1255
1	0.022108696401119232	1255
2	0.014386843889951706	1276
1	0.013982336968183517	1276
2	0.008292697370052338	1282
1	0.008543682284653187	1282
1	0.0084587587043643	1286
2	0.01151498593389988	1286
2	0.028599105775356293	1294
1	0.024197295308113098	1294
1	0.016065413132309914	1300
2	0.014715526252985	1300
1	0.019196590408682823	1301
2	0.018598606809973717	1301
1	0.026795191690325737	1302
2	0.027079403400421143	1302
2	0.0166151262819767	1303
1	0.015945138409733772	1303
2	0.028311612084507942	3116
1	0.028298936784267426	3116
2	0.013979070819914341	3122
1	0.01369262021034956	3122
1	0.019884513691067696	3125
2	0.01952875405550003	3125
2	0.021356122568249702	3140
1	0.021418875083327293	3140
2	0.026724593713879585	3143
1	0.021908840164542198	3143
1	0.02042454667389393	3152
2	0.017605900764465332	3152
2	0.02528936229646206	3166
1	0.025582781061530113	3166
2	0.02525603398680687	3167
1	0.024884728714823723	3167
1	0.012382352724671364	3170
2	0.015101051889359951	3170
1	0.021871289238333702	3173
2	0.021750109270215034	3173
2	0.016950668767094612	3176
1	0.01749567501246929	3176
2	0.014803769066929817	3189
1	0.015187665820121765	3189
2	0.02234790474176407	3190
1	0.023036999627947807	3190
1	0.021978378295898438	3199
2	0.021909592673182487	3199
2	0.028123274445533752	3200
1	0.028264006599783897	3200
2	0.022300152108073235	3206
1	0.02315649762749672	3206
2	0.01699853502213955	3210
1	0.016208894550800323	3210
1	0.010325229726731777	3212
2	0.01052637305110693	3212
1	0.021565308794379234	3218
2	0.021977463737130165	3218
1	0.029946325346827507	3220
2	0.03008616529405117	3220
