run	gsr_y	ID
2	0.03579368814826012	1001
1	0.03843555599451065	1001
1	0.015090404078364372	1003
1	0.042481474578380585	1004
2	0.043794963508844376	1004
2	0.028526291251182556	1006
3	0.027472959831357002	1006
1	0.027472959831357002	1006
1	0.022849081084132195	1009
2	0.028291840106248856	1009
2	0.026776505634188652	1010
1	0.021873749792575836	1010
2	0.01608951948583126	1011
1	0.016559012234210968	1011
1	0.01298834104090929	1012
2	0.013504894450306892	1012
1	0.015580973587930202	1013
2	0.015843329951167107	1013
1	0.019620656967163086	1015
2	0.01703522354364395	1015
1	0.026135098189115524	1016
2	0.027156807482242584	1016
1	0.01663093827664852	1019
2	0.015399135649204254	1019
1	0.0160443726927042	1021
2	0.015587933361530304	1021
1	0.012103003449738026	1242
1	0.01027394738048315	1243
2	0.01045913901180029	1243
1	0.0299101322889328	1244
2	0.0290022362023592	1244
1	0.019270019605755806	1245
2	0.021096300333738327	1245
1	0.03306593373417854	1247
2	0.02893276885151863	1247
1	0.025973709300160408	1248
2	0.02746981754899025	1248
2	0.023451128974556923	1249
1	0.02376732975244522	1249
2	0.015213311649858952	1253
1	0.014966239221394062	1253
1	0.021079257130622864	1255
2	0.019673466682434082	1255
1	0.01376426126807928	1276
1	0.008296722546219826	1282
2	0.009937652386724949	1286
1	0.010251406580209732	1286
1	0.025134125724434853	1294
2	0.019383054226636887	1300
1	0.013631738722324371	1300
1	0.018759911879897118	1301
2	0.018616322427988052	1301
1	0.026946431025862694	1302
1	0.016719842329621315	1303
1	0.011401984840631485	3101
1	0.02434515208005905	3116
1	0.013626359403133392	3122
1	0.020633669570088387	3125
1	0.021683746948838234	3140
1	0.025404877960681915	3143
1	0.01848568208515644	3152
1	0.02571813203394413	3166
1	0.024748271331191063	3167
1	0.012995768338441849	3170
1	0.022164810448884964	3173
1	0.016666604205965996	3176
1	0.014850598759949207	3189
1	0.022006532177329063	3190
1	0.02200854942202568	3199
1	0.029003793373703957	3200
1	0.022241240367293358	3206
1	0.015129854902625084	3210
1	0.009683456271886826	3212
1	0.021981311962008476	3218
1	0.027275368571281433	3220
1	0.02504025399684906	3223
