INPUT : doors-mid/left/doors-mid_output_dat_tstat_fwep_c1.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : doors-sr/right/doors-sr_output_dat_tstat_fwep_c2.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : doors-ugdg/left/doors-ugdg_output_dat_tstat_fwep_c1.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
0.8519
0.8519
1.0000
INPUT : doors-ugdg/left/doors-ugdg_output_dat_tstat_fwep_c2.csv
0.9996
0.9996
0.9996
0.9996
0.9996
0.9996
0.9996
0.9996
0.9996
0.9996
0.9996
1.0000
1.0000
0.9996
INPUT : doors-ugdg/right/doors-ugdg_output_dat_tstat_fwep_c1.csv
0.7718
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : doors-ugdg/right/doors-ugdg_output_dat_tstat_fwep_c2.csv
1.0000
0.9983
0.9983
0.9983
0.9983
0.9983
0.9983
0.9983
0.9983
0.9983
0.9983
0.9983
0.9983
0.9983
INPUT : social-mid/left/social-mid_output_dat_tstat_fwep_c1.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : social-mid/left/social-mid_output_dat_tstat_fwep_c2.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
0.7613
1.0000
1.0000
1.0000
INPUT : social-mid/right/social-mid_output_dat_tstat_fwep_c1.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : social-mid/right/social-mid_output_dat_tstat_fwep_c2.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
0.7275
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : social-sr/left/social-sr_output_dat_tstat_fwep_c1.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
0.9217
1.0000
0.9217
0.9217
INPUT : social-sr/left/social-sr_output_dat_tstat_fwep_c2.csv
0.9992
0.9992
0.9992
0.9992
0.9992
0.9992
0.9992
0.9992
0.9992
0.9992
1.0000
0.9992
1.0000
1.0000
INPUT : social-sr/right/social-sr_output_dat_tstat_fwep_c1.csv
1.0000
1.0000
1.0000
0.9678
0.7438
1.0000
1.0000
1.0000
0.9678
1.0000
1.0000
0.9678
1.0000
0.9678
INPUT : social-sr/right/social-sr_output_dat_tstat_fwep_c2.csv
0.9877
0.9877
0.9877
0.9993
1.0000
0.9877
0.9877
0.9877
0.9993
0.9877
0.9877
0.9993
0.9877
0.9993
INPUT : social-ugdg/left/social-ugdg_output_dat_tstat_fwep_c1.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : social-ugdg/left/social-ugdg_output_dat_tstat_fwep_c2.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : social-ugdg/right/social-ugdg_output_dat_tstat_fwep_c1.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : social-ugdg/right/social-ugdg_output_dat_tstat_fwep_c2.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : sr-mid/left/sr-mid_output_dat_tstat_fwep_c1.csv
0.8006
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : sr-mid/left/sr-mid_output_dat_tstat_fwep_c2.csv
1.0000
1.0000
1.0000
1.0000
0.7545
1.0000
1.0000
0.9454
0.9454
1.0000
1.0000
1.0000
1.0000
0.9454
INPUT : sr-mid/right/sr-mid_output_dat_tstat_fwep_c1.csv
0.6981
0.9219
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : sr-mid/right/sr-mid_output_dat_tstat_fwep_c2.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
0.5877
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : ugdg-mid/left/ugdg-mid_output_dat_tstat_fwep_c1.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : ugdg-mid/left/ugdg-mid_output_dat_tstat_fwep_c2.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : ugdg-mid/right/ugdg-mid_output_dat_tstat_fwep_c1.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : ugdg-mid/right/ugdg-mid_output_dat_tstat_fwep_c2.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : ugdg-sr/left/ugdg-sr_output_dat_tstat_fwep_c1.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : ugdg-sr/left/ugdg-sr_output_dat_tstat_fwep_c2.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : ugdg-sr/right/ugdg-sr_output_dat_tstat_fwep_c1.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
INPUT : ugdg-sr/right/ugdg-sr_output_dat_tstat_fwep_c2.csv
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
