Cluster Index	Z	x	y	z	
18	5.7	49	22	40
18	5.57	52	23	34
18	5.44	48	22	36
18	5.35	47	18	40
18	5.34	46	20	41
18	5.28	53	25	37
17	6.01	15	24	32
17	5.35	14	22	31
17	5.16	17	22	39
17	5.11	17	24	33
17	4.66	15	21	28
17	4.49	19	25	35
16	6.99	40	13	24
16	6.73	46	14	22
16	5.86	43	12	27
15	5.33	43	31	49
15	4.62	40	29	46
15	4.12	39	31	48
15	3.68	37	28	49
14	5.84	18	16	22
14	5.13	25	17	20
14	4.51	19	20	23
14	4.38	20	14	24
14	3.82	22	18	19
13	4.66	14	50	32
13	4.38	14	51	34
13	4.27	14	51	29
13	4.01	15	55	29
13	3.78	15	53	28
12	4.63	36	17	42
12	4.35	33	18	42
11	4.13	48	54	38
11	3.94	49	52	39
11	3.92	45	53	40
11	3.66	43	53	40
11	3.38	49	52	36
10	4.98	26	18	43
10	4.9	24	17	41
9	4.59	44	22	17
9	3.63	41	19	17
8	5.82	41	37	49
7	4.86	22	23	16
7	3.58	19	20	15
6	4.49	12	27	42
6	3.8	12	27	39
6	3.73	12	29	40
6	3.65	11	31	41
5	3.79	20	23	46
5	3.75	17	25	43
4	4.62	34	36	47
4	3.43	35	38	43
3	4	34	30	40
3	3.78	33	28	41
2	4.21	30	14	30
2	4.08	30	14	34
1	4.29	42	33	45
1	4.14	44	37	43
