Cluster Index	Z	x	y	z	
13	5.63	36	17	42
13	5.18	51	23	35
13	5	42	17	43
13	4.66	53	26	37
13	4.63	49	24	39
13	4.61	48	21	42
12	6.6	46	14	22
12	6.29	40	13	23
12	5.31	43	12	27
11	4.52	13	32	27
11	4.01	16	30	29
11	3.7	10	29	23
10	5.39	15	24	32
10	3.73	19	25	35
10	3.55	13	21	32
9	4.13	53	28	30
9	4.1	54	32	27
9	3.64	47	31	29
9	3.61	51	31	25
8	5.53	18	16	22
8	4.83	25	17	20
8	4.01	21	18	20
8	3.66	20	14	24
7	5.66	46	31	47
7	4.86	44	30	49
7	3.91	48	34	47
6	4.61	42	20	30
6	4.49	46	23	31
5	5.55	14	51	32
5	4.64	15	51	29
4	4.99	51	21	26
4	3.7	52	20	30
4	3.21	50	20	31
3	4.47	27	18	44
3	4.12	24	17	41
3	4.09	24	15	42
2	4.19	35	50	47
1	4.17	41	37	49
1	3.47	42	39	48
