Subs,IV,V,VI,Crus-I,Crus-II,VIIb,VIIIa,VIIIb,IX,X,Vermis-VI,Vermis-VIIIa,Vermis-VIIIb,Vermis-IX,,gsr_dm,tsnr_dm,fd_mean_dm,,IV,V,VI,Crus-I,Crus-II,VIIb,VIIIa,VIIIb,IX,X,Vermis-VI,Vermis-VIIIa,Vermis-VIIIb,Vermis-IX,,gsr_dm,tsnr_dm,fd_mean_dm
1019,-0.349968702,-0.805797269,-0.958367772,0.425399744,0.130465255,-0.18393278,-1.064131589,-0.94916831,0.241185946,-0.155256353,-1.109489343,0.721039453,1.499785455,-0.344812972,,-0.001123281,-2.177873256,-0.054613524,,-0.442810398,-0.792520523,-0.925054777,0.407947004,0.081836155,-0.129180869,-0.955255271,-0.92895487,0.17099801,0.181182321,-1.091668857,0.736205941,1.27742835,-0.360936456,,0.000522494,-4.566958353,-0.009153014
1021,0.538922904,-0.215008816,0.178365604,-0.255352979,-1.044273204,0.300295493,0.519687682,0.21474167,-0.266842524,0.200671454,0.418220108,-0.607281349,-1.267857285,-0.009128739,,-0.001130806,0.249264119,-0.0475763,,0.446081209,-0.20173207,0.211678599,-0.272805718,-1.092902304,0.355047404,0.628564,0.23495511,-0.33703046,0.537110127,0.436040594,-0.592114862,-1.49021439,-0.025252223,,0.000514969,-2.139820978,-0.00211579
1242,1.014552971,1.09207014,0.609894467,0.349953159,0.566895784,0.483251178,-0.303344922,-0.373699538,0.411170244,-0.215907332,1.762847264,0.73172624,1.537042571,0.681294721,,-0.003836281,12.23838842,-0.062453302,,0.921711275,1.105346886,0.643207462,0.332500419,0.518266684,0.538003089,-0.194468604,-0.353486098,0.340982307,0.120531342,1.780667749,0.746892727,1.314685466,0.665171237,,-0.002190506,9.84930332,-0.016992792
1243,0.661698575,0.626498399,0.231910736,-0.53627995,0.12537889,0.208773991,0.055370614,1.157254726,0.197776104,0.438690363,1.013510781,0.34628133,0.05386466,-0.043900717,,-0.032216133,11.54396856,-0.077041132,,0.568856879,0.639775145,0.265223731,-0.553732689,0.07674979,0.263525902,0.164246932,1.177468167,0.127588168,0.775129037,1.031331267,0.361447817,-0.168492445,-0.060024202,,-0.030570358,9.154883459,-0.031580622
1244,-0.078122537,-0.807169163,-1.148918827,0.432589485,0.163701795,-0.127642441,-0.838925653,-0.742995864,-0.413675121,-0.249925629,-0.623131428,-1.048380234,0.524381746,-0.731046038,,-0.001254098,18.63565324,-0.091410774,,-0.170964233,-0.793892417,-1.115605832,0.415136745,0.115072695,-0.07289053,-0.730049335,-0.722782423,-0.483863057,0.086513045,-0.605310942,-1.033213746,0.302024641,-0.747169523,,0.000391677,16.24656814,-0.045950263
1245,0.169892829,0.755197405,1.523619046,0.886171253,0.968074145,0.800878439,0.408617874,1.089076247,1.015612514,0.054829209,1.054794756,0.889252101,0.053763659,1.17277216,,-0.001394968,1.490536091,-0.05069947,,0.077051133,0.768474151,1.556932041,0.868718514,0.919445045,0.85563035,0.517494193,1.109289688,0.945424578,0.391267883,1.072615242,0.904418589,-0.168593446,1.156648676,,0.000250807,-0.898549006,-0.00523896
1247,0.763110488,0.314510124,0.627575797,1.171251435,1.224183379,0.975689206,0.254501327,0.339303183,1.479022661,0.062337393,0.375646201,1.052700091,1.29053943,0.096323466,,-0.000643787,9.582653401,-0.050340939,,0.670268792,0.327786871,0.660888792,1.153798696,1.175554279,1.030441117,0.363377646,0.359516623,1.408834724,0.398776067,0.393466687,1.067866579,1.068182325,0.080199982,,0.001001988,7.193568304,-0.004880429
1248,0.197487413,0.31798652,0.862309323,0.49871569,0.937681677,0.325026259,0.134936187,0.207975653,0.690178224,0.026037146,0.578435718,-0.796886123,1.080982135,1.164733548,,0.002223053,5.511280415,-0.073343824,,0.104645717,0.331263266,0.895622318,0.481262951,0.889052577,0.37977817,0.243812506,0.228189093,0.619990287,0.36247582,0.596256204,-0.781719635,0.85862503,1.148610063,,0.003868828,3.122195318,-0.027883314
1249,0.33413894,-0.336356967,-0.633591602,0.385703103,0.108215563,0.780135505,-0.397966232,0.111741235,1.147309176,0.005001055,-0.511130349,0.652586212,1.550159024,2.355956943,,-0.001336039,2.800846455,-0.029176156,,0.241297244,-0.32308022,-0.600278607,0.368250363,0.059586463,0.834887416,-0.289089914,0.131954676,1.07712124,0.341439729,-0.493309863,0.667752699,1.327801919,2.339833458,,0.000309736,0.411761358,0.016284355
1251,0.216982075,0.325817329,0.515689603,-0.504347193,-0.108012401,0.611963668,0.703007828,0.277299759,0.635212986,-1.670389842,0.687788239,1.492648205,0.480276677,1.430646414,,0.003760712,-2.445711579,-0.036028968,,0.124140379,0.339094075,0.549002598,-0.521799932,-0.156641501,0.666715579,0.811884146,0.2975132,0.56502505,-1.333951168,0.705608725,1.507814692,0.257919572,1.414522929,,0.005406487,-4.834796677,0.009431542
1253,-1.418339356,-1.771785064,-1.685957354,-0.949140522,-1.942915503,-2.112412962,-1.757947517,-1.296313682,-1.39091055,-2.137928011,-2.533285233,-2.519786109,-1.723856281,-2.505105367,,-0.003274542,-22.47672236,0.042751113,,-1.511181052,-1.758508317,-1.652644358,-0.966593262,-1.991544602,-2.057661051,-1.649071199,-1.276100241,-1.461098487,-1.801489337,-2.515464747,-2.504619622,-1.946213386,-2.521228851,,-0.001628767,-24.86580746,0.088211624
1255,0.286509038,1.268394563,0.494147521,0.137429432,-0.030946217,-0.115888058,-0.163366819,-0.223904207,1.247774921,0.882747559,1.032745921,0.629935753,1.653874092,1.816289186,,-0.001253226,12.20981252,-0.065113267,,0.193667342,1.281671309,0.527460516,0.119976692,-0.079575317,-0.061136146,-0.054490501,-0.203690766,1.177586985,1.219186232,1.050566407,0.64510224,1.431516986,1.800165701,,0.000392549,9.820727423,-0.019652757
1276,-0.406016749,-1.258772254,-1.08700562,-0.240371836,-0.411567953,-0.885533375,-0.448019381,-0.977171733,-0.795431677,-0.534267126,-0.937151994,-1.877690938,-1.418142074,-2.424761182,,-0.000649589,-14.70442312,-0.014991295,,-0.498858445,-1.245495508,-1.053692625,-0.257824576,-0.460197053,-0.830781464,-0.339143063,-0.956958293,-0.865619613,-0.197828452,-0.919331508,-1.86252445,-1.640499179,-2.440884667,,0.000996186,-17.09350822,0.030469216
1286,-0.506870204,-0.366395424,-0.707847611,-0.518592955,0.120109418,-0.672011508,-0.275128586,-0.209245263,-0.697311058,-1.450869814,-0.725390165,-0.476487986,0.156937462,-1.28809057,,-0.001445225,-6.351504924,-0.040134973,,-0.5997119,-0.353118677,-0.674534615,-0.536045694,0.071480318,-0.617259597,-0.166252267,-0.189031822,-0.767498994,-1.11443114,-0.707569679,-0.461321498,-0.065419643,-1.304214055,,0.000200549,-8.740590021,0.005325538
1294,0.444759014,0.483488568,1.012271116,0.939551077,1.496357729,0.29922378,-0.524238509,-0.250818086,-0.326425148,-0.786603589,0.509254216,1.605338684,1.841266292,1.998581049,,0.003354289,5.941616414,-0.050432105,,0.351917318,0.496765315,1.045584111,0.922098337,1.447728629,0.353975691,-0.415362191,-0.230604645,-0.396613085,-0.450164915,0.527074702,1.620505171,1.618909186,1.982457565,,0.005000064,3.552531317,-0.004971595
1300,0.233306576,0.286349743,-0.682869093,-0.521922541,0.234212341,-0.50273214,0.39982685,0.856264392,0.200737029,0.324984725,-0.116243793,0.836071842,-0.86352809,-1.810481911,,-7.72395E-05,-17.37836039,0.161152121,,0.14046488,0.299626489,-0.649556097,-0.539375281,0.185583241,-0.447980229,0.508703168,0.876477833,0.130549092,0.661423399,-0.098423308,0.85123833,-1.085885195,-1.826605395,,0.001568535,-19.76744549,0.206612632
1301,0.016505703,0.175504523,0.549127264,0.529977168,0.537983792,0.545732454,0.301875018,-0.298638757,0.552841195,0.914410308,0.278621322,0.042026519,-0.349988526,0.206170266,,-0.001191017,-1.906329753,-0.037527735,,-0.076335993,0.18878127,0.58244026,0.512524429,0.489354692,0.600484365,0.410751336,-0.278425316,0.482653258,1.250848982,0.296441807,0.057193007,-0.572345631,0.190046781,,0.000454758,-4.29541485,0.007932775
1302,0.089650227,0.543866755,0.590215064,0.168241887,-0.373593662,-0.616830823,-0.290579288,-0.225729418,-0.102541168,-0.558225297,-0.157468168,-0.215684007,-0.402744207,0.595317129,,-8.13066E-05,10.01538884,-0.034658797,,-0.003191469,0.557143502,0.623528059,0.150789147,-0.422222761,-0.562078912,-0.18170297,-0.205515977,-0.172729104,-0.221786623,-0.139647682,-0.20051752,-0.625101313,0.579193644,,0.001564468,7.626303747,0.010801713
1303,-0.071240326,0.341917177,0.595235612,1.111415792,0.691382287,0.472872085,1.000044542,1.004634534,0.123277222,0.236639195,0.087724445,0.239266198,1.044710482,0.788352009,,-0.000620167,-10.79224169,-0.019785274,,-0.164082022,0.355193923,0.628548608,1.093963053,0.642753187,0.527623996,1.10892086,1.024847975,0.053089286,0.573077868,0.105544931,0.254432685,0.822353377,0.772228524,,0.001025608,-13.18132679,0.025675236
3101,0.128497755,0.141684886,0.538273689,-0.383320792,-0.35180845,-0.868041842,-0.219320145,-0.31608221,-0.990433113,-1.431994418,-1.045868459,-0.592432395,-0.234563043,-0.459608697,,-0.000971225,-7.44870136,0.020869563,,0.035656059,0.154961632,0.571586684,-0.400773532,-0.40043755,-0.813289931,-0.110443827,-0.295868769,-1.060621049,-1.095555744,-1.028047973,-0.577265907,-0.456920148,-0.475732181,,0.00067455,-9.837786458,0.066330073
3116,0.304731016,-0.046412625,-1.134981562,-0.286410716,-0.530336155,-0.5283765,-0.442671137,-0.402870872,0.152319337,0.754638085,-0.451278438,-0.835982605,-1.047677823,-0.320019676,,-0.000961592,-15.43210185,-0.038082044,,0.21188932,-0.033135878,-1.101668567,-0.303863455,-0.578965255,-0.473624589,-0.333794819,-0.382657431,0.0821314,1.091076759,-0.433457952,-0.820816117,-1.270034928,-0.33614316,,0.000684183,-17.82118695,0.007378466
3122,-0.448852988,-0.41084426,0.12295707,-0.006266401,0.32151115,-0.313164192,-0.200379079,-0.029424415,0.244768787,0.153827001,-0.360231707,0.259442036,1.36947225,0.399114312,,-0.001124561,-15.01941264,-0.007269147,,-0.541694684,-0.397567514,0.156270065,-0.02371914,0.27288205,-0.258412281,-0.091502761,-0.009210974,0.174580851,0.490265675,-0.342411221,0.274608524,1.147115145,0.382990828,,0.000521214,-17.40849774,0.038191363
3125,0.239099155,0.201788059,0.302950223,0.065906294,0.02948568,-0.203805514,-0.528827326,-0.85639525,-0.087642132,-1.43341191,0.337336142,-0.075399598,0.324335633,0.361619755,,-0.002018469,10.10945356,-0.052713695,,0.146257459,0.215064805,0.336263219,0.048453555,-0.01914342,-0.149053603,-0.419951008,-0.836181809,-0.157830068,-1.096973236,0.355156628,-0.06023311,0.101978527,0.34549627,,-0.000372694,7.72036846,-0.007253185
3140,-0.310037751,-1.904754128,-2.356340572,0.102933033,0.073981905,-0.425628253,-0.478921724,0.031497455,-0.58247938,0.05121559,-1.338921233,-0.565907367,-0.13512501,-0.963698601,,-0.000803048,36.12625921,-0.120915224,,-0.402879447,-1.891477382,-2.323027577,0.085480293,0.025352805,-0.370876342,-0.370045406,0.051710896,-0.652667316,0.387654264,-1.321100747,-0.55074088,-0.357482115,-0.979822086,,0.000842727,33.73717411,-0.075454714
3143,0.858403947,0.748199527,0.758655329,0.379901506,-0.29398954,-0.066466516,0.27242777,0.508351582,0.520657163,-0.251023961,0.213115247,1.562404744,1.329081364,1.152570773,,-0.000980597,12.40908125,-0.053856164,,0.765562251,0.761476273,0.791968324,0.362448767,-0.34261864,-0.011714605,0.381304088,0.528565023,0.450469227,0.085414713,0.230935733,1.577571231,1.106724258,1.136447288,,0.000665178,10.01999616,-0.008395654
3152,-0.72896712,-0.865671199,-0.799777452,-0.700238931,-0.299207298,-1.086220224,-0.646039329,-0.99605899,-0.467948398,-0.815229666,-0.143898024,-1.119737947,-1.201033557,-0.756940145,,-0.001413766,3.77236362,-0.039854559,,-0.821808816,-0.852394453,-0.766464456,-0.717691671,-0.347836398,-1.031468313,-0.53716301,-0.975845549,-0.538136334,-0.478790992,-0.126077538,-1.10457146,-1.423390662,-0.773063629,,0.000232009,1.383278523,0.005605951
3166,-0.265143296,0.06460347,-1.042489232,-1.21123176,-0.691389964,-1.238916123,-1.574109136,-0.880756698,-0.249666463,-2.303877133,0.1092679,-0.012820152,1.441513648,-0.425861904,,-0.001400903,12.82597768,-0.056345011,,-0.357984992,0.077880217,-1.009176237,-1.228684499,-0.740019063,-1.184164212,-1.465232817,-0.860543257,-0.3198544,-1.967438459,0.127088386,0.002346336,1.219156542,-0.441985389,,0.000244872,10.43689258,-0.0108845
3167,0.533583451,-0.228583191,-1.396069201,-1.120965322,-0.509868886,-1.073110908,-1.055586665,-1.598783846,-0.204096316,-1.171071076,-1.285923278,-0.64211306,-0.948572605,-1.266270741,,-0.000956044,3.1755985,-0.028272313,,0.440741755,-0.215306445,-1.362756205,-1.138418061,-0.558497986,-1.018358997,-0.946710347,-1.578570406,-0.274284252,-0.834632402,-1.268102792,-0.626946572,-1.17092971,-1.282394225,,0.000689731,0.786513403,0.017188198
3170,0.519203139,0.499779326,0.554120722,0.422609506,0.287415609,0.245034796,1.030149572,0.698618783,0.757289007,0.11504189,0.082800214,0.571848597,1.689713902,0.07069501,,-0.000328444,-3.13117564,-0.038362863,,0.426361443,0.513056073,0.587433717,0.405156766,0.238786509,0.299786707,1.13902589,0.718832223,0.687101071,0.451480564,0.1006207,0.587015084,1.467356797,0.054571525,,0.001317331,-5.520260737,0.007097647
3173,0.456998255,0.158665972,0.160551002,-0.340275705,-0.633521112,-0.253710465,-0.657273835,-0.604479468,-0.454607031,-0.545943303,0.533914282,0.161114678,-1.208056472,-0.130221547,,-0.001198017,3.66457021,-0.03437779,,0.364156559,0.171942718,0.193863998,-0.357728444,-0.682150212,-0.198958554,-0.548397516,-0.584266027,-0.524794967,-0.209504629,0.551734768,0.176281166,-1.430413577,-0.146345031,,0.000447758,1.275485113,0.01108272
3176,-0.027298883,-0.329693881,-0.534351824,-0.312149945,-0.059348434,-0.072695277,-0.511329031,-0.492747056,-0.376273265,0.3928061,-0.087604896,0.826885826,0.240198397,-0.670262888,,1.56343E-05,-11.07497752,0.002882761,,-0.120140579,-0.316417134,-0.501038828,-0.329602684,-0.107977533,-0.017943365,-0.402452713,-0.472533615,-0.446461201,0.729244774,-0.06978441,0.842052314,0.017841292,-0.686386372,,0.001661409,-13.46406262,0.048343271
3189,-0.249724396,0.582380327,1.974709113,-0.363071469,-0.823470218,0.587000837,1.128517186,1.118376012,-0.201155554,1.467464349,0.981873062,0.723444326,1.179455606,0.466440196,,-0.00177376,4.36600723,-0.036466813,,-0.342566092,0.595657073,2.008022108,-0.380524208,-0.872099318,0.641752748,1.237393504,1.138589453,-0.27134349,1.803903023,0.999693548,0.738610814,0.9570985,0.450316712,,-0.000127985,1.976922132,0.008993698
3190,0.895198705,1.186862744,1.147360162,-0.343501241,-0.352980573,0.123127752,0.583633681,0.532962421,-0.040290469,0.267126253,0.865085336,1.090682132,1.36177448,0.644274909,,-0.000765022,-13.78046433,-0.00467441,,0.802357009,1.20013949,1.180673157,-0.36095398,-0.401609673,0.177879663,0.692509999,0.553175862,-0.110478406,0.603564927,0.882905822,1.10584862,1.139417374,0.628151425,,0.000880753,-16.16954943,0.0407861
3200,-0.212469817,-0.457231922,0.12161722,-0.417844911,-0.253284779,0.512993254,-0.119454481,0.644169973,0.191666972,0.380318126,0.880581515,0.678639211,0.218085936,0.543048486,,-0.001508366,-3.180522563,-0.043315306,,-0.305311513,-0.443955176,0.154930215,-0.43529765,-0.301913879,0.567745165,-0.010578163,0.664383414,0.121479036,0.7167568,0.898402001,0.693805699,-0.00427117,0.526925002,,0.000137409,-5.56960766,0.002145204
3212,0.154627139,-0.456694757,-0.739180862,-0.213345839,0.252059493,0.365219142,0.05468767,0.494670151,0.360705998,-0.229988963,-0.26700904,0.256622685,0.275371273,-0.293023686,,-0.002826316,7.696277974,-0.058041757,,0.061785443,-0.443418011,-0.705867867,-0.230798578,0.203430393,0.419971053,0.163563988,0.514883592,0.290518062,0.106449711,-0.249188554,0.271789172,0.053014168,-0.30914717,,-0.001180541,5.307192877,-0.012581246
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.092841696,-0.013276746,-0.033312995,0.017452739,0.0486291,-0.054751911,-0.108876318,-0.020213441,0.070187936,-0.336438674,-0.017820486,-0.015166488,0.222357105,0.016123484,,-0.001645775,2.389085097,-0.04546051,,-2.71388E-17,1.4803E-17,0,-1.1719E-17,1.29526E-17,3.08395E-17,8.63507E-18,-2.46716E-17,2.3438E-17,-1.41862E-17,4.93432E-18,1.23358E-17,-1.23358E-18,0,,2.69846E-19,-0.35505547,-8.94346E-18
