Subs,IV,V,VI,Crus-I,Crus-II,VIIb,VIIIa,VIIIb,IX,X,Vermis-VI,Vermis-VIIIa,Vermis-VIIIb,Vermis-IX,,gsr_dm,tsnr_dm,fd_mean_dm,,Subs,IV,V,VI,Crus-I,Crus-II,VIIb,VIIIa,VIIIb,IX,X,Vermis-VI,Vermis-VIIIa,Vermis-VIIIb,Vermis-IX,,gsr_dm,tsnr_dm,fd_mean_dm,,,,gsr_dm,tsnr_dm,fd_mean_dm
1001,-0.742931737,-1.106083622,-1.10450779,-0.569145267,-0.899183237,-1.11212808,-0.982372571,-1.08707536,-0.57021084,0.177273422,-0.55746984,-1.578388687,-1.223418704,-0.478117893,,0.001089754,-24.74500384,0.067299863,,,-0.464869956,-0.741375205,-0.154329067,0.055056464,0.219451239,-0.562735839,-1.689186086,-1.536852378,-0.576966335,0.13557591,0.398142318,-1.10068516,-1.617614488,-0.351105177,,0.001342023,-23.2669994,0.054318124,,,,,,
1003,-0.254158116,-0.542726722,-0.647695439,-0.439501217,-0.039341985,-0.082048958,0.103919369,0.005807507,-1.22839024,-1.189777149,-1.340655548,-0.329328424,-1.041637984,-0.126492336,,-0.001517187,-19.82506856,0.119880061,,,0.023903664,-0.178018305,0.302483283,0.184700514,1.079292492,0.467343282,-0.602894146,-0.443969511,-1.235145735,-1.231474661,-0.385043391,0.148375102,-1.435833767,0.00052038,,-0.001264917,-18.34706412,0.106898322,,,,,,
1004,-0.012813126,-0.029644903,0.006756415,0.284073161,0.913492789,0.458689037,0.038668779,-0.215716562,0.064041719,0.915182217,0.177054863,0.864371481,0.72851877,1.191544272,,0.002484227,-17.69034565,-0.006820953,,,0.265248655,0.335063514,0.956935137,0.908274891,2.032127266,1.008081277,-0.668144736,-0.66549358,0.057286224,0.873484705,1.13266702,1.342075007,0.334322987,1.318556988,,0.002736496,-16.21234121,-0.019802692,,,,,,
1006,-0.819250423,-1.094519313,-0.98499367,-0.026980663,0.036337376,-0.496582967,-0.854109659,-0.270140419,0.508174406,0.015152486,-1.147612449,0.058104518,0.502265748,0.67156581,,0.001218873,-0.749938853,-0.031755228,,,-0.541188642,-0.729810896,-0.034814948,0.597221068,1.154971852,0.052809273,-1.560923174,-0.719917437,0.501418911,-0.026545025,-0.192000291,0.535808045,0.108069965,0.798578526,,0.001471143,0.728065589,-0.044736967,,,,,,
1009,0.70718805,0.418517615,0.243663623,0.556917334,0.265615244,0.046246987,-0.527998257,-0.176342326,0.853879994,-0.311228284,0.280493017,-0.00650321,0.027604733,0.900123996,,0.003460958,-16.55726612,-0.007264046,,,0.985249831,0.783226033,1.193842346,1.181119065,1.384249721,0.595639227,-1.234811773,-0.626119344,0.847124499,-0.352925795,1.236105174,0.471200317,-0.36659105,1.027136712,,0.003713228,-15.07926168,-0.020245785,,,,,,
1010,-1.353874916,-1.185300105,-1.10625171,0.094445469,-0.209355196,-0.625661532,-0.232396801,-0.193810033,-0.50198477,-0.151461752,-0.185391378,-1.004505846,-0.434611434,-1.230984832,,-0.002748876,-21.99044407,0.120968781,,,-1.075813136,-0.820591688,-0.156072988,0.7186472,0.90927928,-0.076269291,-0.939210316,-0.643587051,-0.508740265,-0.193159263,0.770220779,-0.526802319,-0.828807217,-1.103972116,,-0.002496606,-20.51243963,0.107987042,,,,,,
1011,-0.586025532,-0.842403453,-0.797712945,-0.573763267,-0.684878895,-1.539304258,-0.572553891,-0.835637873,-1.13165061,-1.637125705,-1.086523666,-0.630827915,-0.666778787,-0.515103461,,0.002447647,-22.18795765,0.131124556,,,-0.307963751,-0.477695036,0.152465777,0.050438464,0.433755582,-0.989912017,-1.279367406,-1.285414891,-1.138406105,-1.678823217,-0.130911508,-0.153124388,-1.060974571,-0.388090745,,0.002699917,-20.70995321,0.118142817,,,,,,
1012,1.515048193,0.924153079,2.402056437,2.198757854,2.354122961,1.38492798,0.284254591,-0.467819707,1.422717987,2.076875861,0.084230343,1.235244714,1.637820158,2.587983439,,-0.000938054,-5.641780741,0.00335341,,,1.793109974,1.288861496,3.352235159,2.822959584,3.472757437,1.93432022,-0.422558924,-0.917596725,1.415962492,2.03517835,1.039842501,1.712948241,1.243624375,2.714996155,,-0.000685784,-4.1637763,-0.009628329,,,,,,
1013,0.008503311,-0.060563712,1.065934474,0.694091631,0.803019174,1.152054851,0.012449447,-0.463192806,0.509086215,1.669955635,0.973114607,0.14278818,-0.178984224,0.8308324,,-0.000180362,2.209068411,-0.030104887,,,0.286565092,0.304144705,2.016113196,1.318293362,1.92165365,1.701447091,-0.694364068,-0.912969824,0.50233072,1.628258123,1.928726765,0.620491707,-0.573180007,0.957845116,,7.19076E-05,3.687072852,-0.043086626,,,,,,
1015,-0.006497322,0.417867143,0.847002847,0.398979279,0.948880197,-0.053413251,-0.418039999,-0.978988654,0.372629619,-0.481470234,1.01749897,0.610600069,0.486698857,1.355635973,,-0.002032131,1.498104208,-0.045596005,,,0.271564459,0.782575561,1.797181569,1.02318101,2.067514673,0.495978989,-1.124853514,-1.428765672,0.365874124,-0.523167745,1.973111127,1.088303596,0.092503073,1.482648689,,-0.001779861,2.976108649,-0.058577744,,,,,,
