Subs,IV,V,VI,Crus-I,Crus-II,VIIb,VIIIa,VIIIb,IX,X,Vermis-VI,Vermis-VIIIa,Vermis-VIIIb,Vermis-IX,,gsr_dm,tsnr_dm,fd_mean_dm,,Subs,IV,V,VI,Crus-I,Crus-II,VIIb,VIIIa,VIIIb,IX,X,Vermis-VI,Vermis-VIIIa,Vermis-VIIIb,Vermis-IX,,gsr_dm,tsnr_dm,fd_mean_dm,,,,gsr_dm,tsnr_dm,fd_mean_dm
1248,0.337979601,-0.104555468,0.209806417,-0.029654352,-0.470033647,0.106272045,-0.154622841,-0.735814579,-0.124718577,0.461554125,1.07370053,1.35482706,0.027544441,0.525787933,,-0.003298278,-2.993658683,0.081568541,,,-0.601581402,-1.34695409,-1.145678993,-1.041269308,-0.855023103,-0.701767192,-0.79780822,-0.946364501,-0.777579447,-0.507057506,0.352361636,0.342230838,0.230029903,-0.972255776,,-0.003912418,-1.753268964,0.074780392,,,,,,
1249,-0.520960275,0.140893167,0.148420238,-0.043558946,-0.165314302,-0.821130808,-0.613371315,-0.829883386,-0.683629479,0.635508982,0.777125896,-0.221975824,-0.776487324,0.927993178,,-0.003396325,32.43424801,-0.110902705,,,-1.460521278,-1.101505455,-1.207065171,-1.055173902,-0.550303758,-1.629170045,-1.256556694,-1.040433308,-1.336490349,-0.333102649,0.055787002,-1.234572046,-0.574001862,-0.570050531,,-0.004010466,33.67463773,-0.117690854,,,,,,
1251,-0.75217512,-0.354189168,-0.288229968,-0.395120598,-0.262759915,-0.295842613,-0.225511945,-0.001268649,-0.452038644,-0.027250502,-0.985987551,-0.553229939,-0.035787039,-0.672023861,,-0.001629688,-4.283234713,0.041354029,,,-1.691736123,-1.59658779,-1.643715377,-1.406735554,-0.647749372,-1.103881851,-0.868697323,-0.211818571,-1.104899514,-0.995862132,-1.707326445,-1.565826161,0.166698423,-2.17006757,,-0.002243829,-3.042844995,0.034565881,,,,,,
1253,-0.187117658,0.044931307,0.317723084,0.453072583,1.287962419,1.645853835,1.393712845,0.977756388,0.026292862,0.215253835,-0.017346029,1.214273834,1.504799386,0.990634258,,0.006769914,27.68396763,-0.207162418,,,-1.126678661,-1.197467316,-1.037762326,-0.558542372,0.902972963,0.837814597,0.750527467,0.767206466,-0.626568007,-0.753357796,-0.738684924,0.201677612,1.707284848,-0.507409452,,0.006155773,28.92435735,-0.213950567,,,,,,
1255,-0.31368883,0.271961315,0.718483274,0.621106104,1.010129404,0.451886747,0.224802139,0.549363538,1.094829342,-0.326800663,0.143212254,-0.307803345,0.055701527,1.06257548,,-0.00158241,-3.446735344,0.05207823,,,-1.253249832,-0.970437307,-0.637002135,-0.390508851,0.625139947,-0.35615249,-0.418383239,0.338813616,0.441968473,-1.295412293,-0.57812664,-1.320399567,0.258186989,-0.435468229,,-0.00219655,-2.206345626,0.045290081,,,,,,
1276,-0.365624919,0.859381314,1.21308549,-0.847948951,-0.533611636,0.953710034,1.057980841,0.502888039,-0.484653964,0.696469031,0.705489459,0.984526114,0.789995762,0.913573088,,0.001168945,15.50198516,0.001225717,,,-1.305185921,-0.383017309,-0.14239992,-1.859563907,-0.918601092,0.145670797,0.414795462,0.292338116,-1.137514833,-0.2721426,-0.015849436,-0.028070108,0.992481224,-0.584470622,,0.000554804,16.74237488,-0.005562432,,,,,,
1282,0.667788735,0.227065259,-0.247537666,-0.670599866,-0.675624491,-0.576366676,-0.05033616,0.03701324,0.210421732,-0.850217945,0.92860371,0.266875638,0.411342593,0.1904559,,0.000968786,-16.47047421,0.09034016,,,-0.271772268,-1.015333364,-1.603023075,-1.682214822,-1.060613947,-1.384405913,-0.693521539,-0.173536682,-0.442439137,-1.818829576,0.207264816,-0.745720584,0.613828056,-1.30758781,,0.000354645,-15.23008449,0.083552011,,,,,,
1286,0.549378928,0.350164145,0.853838369,-0.214016568,-0.392962119,0.17027973,0.135265265,0.174677079,0.677099625,1.413903763,0.026780196,0.39116628,0.140939974,1.505173637,,-0.001049207,18.21591953,0.025294899,,,-0.390182075,-0.892234477,-0.501647041,-1.225631524,-0.777951576,-0.637759507,-0.507920113,-0.035872843,0.024238755,0.445292132,-0.694558698,-0.621429942,0.343425437,0.007129928,,-0.001663348,19.45630925,0.01850675,,,,,,
1294,-0.291898128,-0.223248065,0.323485045,-0.176981844,-0.30800547,0.185536563,0.541344466,0.380968589,0.671258283,1.661629107,0.392131217,-1.587376306,-1.964492265,-0.829226971,,-0.007258807,9.991985359,0.026885372,,,-1.231459131,-1.465646687,-1.032000365,-1.1885968,-0.692994926,-0.622502674,-0.101840913,0.170418667,0.018397414,0.693017477,-0.329207678,-2.599972528,-1.762006803,-2.327270681,,-0.007872948,11.23237508,0.020097223,,,,,,
1300,1.733401553,1.298770443,1.020686817,0.504024497,0.264550413,0.33968264,-0.240839595,-0.57950639,0.716041289,1.891163506,0.877135977,0.875379378,0.913882206,1.118384703,,0.001427364,41.01636604,-1.48025686,,,0.79384055,0.056371821,-0.334798593,-0.507590459,-0.120439044,-0.468356598,-0.884024974,-0.790056313,0.063180419,0.922551875,0.155797082,-0.137216844,1.116367668,-0.379659006,,0.000813223,42.25675576,-1.487045008,,,,,,
1301,-0.260905304,-0.083302467,0.392215236,0.317235232,-0.000160012,0.47505055,0.648503338,0.390023899,-0.369585757,-1.048184087,-1.060472752,-0.69919319,-0.426340565,0.31825594,,0.000288241,16.99882511,0.022596683,,,-1.200466307,-1.32570109,-0.963270174,-0.694379724,-0.385149468,-0.332988687,0.00531796,0.179473977,-1.022446626,-2.016795718,-1.781811646,-1.711789411,-0.223855103,-1.17978777,,-0.0003259,18.23921483,0.015808534,,,,,,
1302,-0.412007307,-0.015250946,-0.081632671,-0.202597798,-0.60087506,-0.471748534,-0.182235091,-0.466679265,0.312777137,-0.220154887,0.130111412,-0.001874449,1.028983899,0.029016258,,-0.000823688,-2.613098107,0.031829308,,,-1.35156831,-1.257649569,-1.437118081,-1.214212754,-0.985864516,-1.279787771,-0.825420469,-0.677229187,-0.340083733,-1.188766517,-0.591227483,-1.014470671,1.231469361,-1.469027451,,-0.001437829,-1.372708388,0.02504116,,,,,,
1303,1.106345453,1.199495412,0.01472264,-0.550877548,-0.161105922,0.340998034,0.374302381,-0.180545453,0.501351345,-1.080557104,0.091347743,0.918970528,-0.175468295,-0.106369299,,-0.001989858,-8.885377846,0.033789824,,,0.16678445,-0.042903211,-1.340762769,-1.562492503,-0.546095378,-0.467041203,-0.268882998,-0.391095376,-0.151509525,-2.049168734,-0.629991151,-0.093625693,0.027017167,-1.604413009,,-0.002603999,-7.644988128,0.027001675,,,,,,
3116,0.280900971,0.858664443,0.892130853,0.010118996,0.553858487,0.343734713,0.211424797,-0.112007353,-0.14556054,-1.910931032,0.710697612,0.818734143,1.358158238,1.087396666,,-0.001885635,18.09752087,0.02398491,,,-0.658660032,-0.383734179,-0.463354556,-1.001495959,0.168869031,-0.464304525,-0.431760582,-0.322557276,-0.798421409,-2.879542662,-0.010641282,-0.193862079,1.5606437,-0.410647044,,-0.002499776,19.33791058,0.017196762,,,,,,
3122,1.279886871,-0.147621372,-0.163093302,0.834393695,0.220872523,0.523190309,0.514446438,0.611241268,0.301449983,1.22839655,0.999592282,-0.089251244,-0.286198396,-0.544920595,,0.001005748,7.808433571,0.011306366,,,0.340325868,-1.390019994,-1.518578712,-0.177221261,-0.164116934,-0.284848928,-0.128738941,0.400691346,-0.351410886,0.259784919,0.278253388,-1.101847466,-0.083712933,-2.042964305,,0.000391608,9.048823289,0.004518217,,,,,,
3125,1.114743638,1.485388325,1.65021583,0.801030901,0.611679288,1.982874247,1.656335169,1.242880115,1.224877833,1.189241227,1.080021663,0.735359972,0.073203848,1.505050235,,0.00375331,-6.566156349,0.074602031,,,0.175182635,0.242989703,0.29473042,-0.210584055,0.226689832,1.17483501,1.01314979,1.032330192,0.572016964,0.220629596,0.358682768,-0.27723625,0.27568931,0.007006525,,0.003139169,-5.325766631,0.067813882,,,,,,
3140,-0.177853837,0.413671303,0.887348442,-0.134852269,0.071107745,0.411848872,-0.194523626,-0.052669592,0.433668428,0.030704941,-0.75023959,-0.140390782,-0.378751562,-0.570136847,,0.002017413,-39.99411388,0.125975816,,,-1.11741484,-0.828727319,-0.468136967,-1.146467224,-0.313881711,-0.396190365,-0.837709004,-0.263219514,-0.219192442,-0.937906689,-1.471578485,-1.152987003,-0.1762661,-2.068180557,,0.001403272,-38.75372417,0.119187668,,,,,,
3143,-0.079181431,-0.963600646,-0.72916451,-0.158228689,-0.926584614,0.294764683,0.21425504,-0.263664512,0.358696807,0.669940826,0.024192421,0.708880073,0.306162145,0.822721331,,-0.007981308,11.740858,-0.028071948,,,-1.018742433,-2.205999268,-2.084649919,-1.169843645,-1.311574071,-0.513274554,-0.428930339,-0.474214434,-0.294164062,-0.298670804,-0.697146473,-0.303716148,0.508647608,-0.675322378,,-0.008595449,12.98124772,-0.034860097,,,,,,
3152,0.694136656,0.983323661,0.889395626,0.879678842,1.156706172,1.119846222,1.07581574,0.987415715,0.55168486,1.552182538,0.635602631,1.041111941,1.380966022,-0.338650112,,-0.001713309,-5.5018516,0.038034959,,,-0.245424347,-0.259074961,-0.466089784,-0.131936114,0.771716716,0.311806985,0.432630361,0.776865793,-0.10117601,0.583570908,-0.085736263,0.028515719,1.583451484,-1.836693822,,-0.00232745,-4.261461882,0.03124681,,,,,,
3166,0.43754316,0.687591626,1.036366906,1.28782188,0.874176925,0.964828348,1.105206276,1.298228927,-0.327141342,1.445748533,-0.690993254,-0.025398031,-1.095809308,-0.277868751,,0.001332218,-2.970813713,0.043308225,,,-0.502017843,-0.554806996,-0.319118503,0.276206924,0.489187469,0.156789111,0.462020898,1.087679004,-0.980002211,0.477136903,-1.412332148,-1.037994252,-0.893323846,-1.77591246,,0.000718078,-1.730423995,0.036520076,,,,,,
3167,-0.412664171,0.228997996,1.257365761,0.441775856,0.396912252,0.782855374,0.960273339,1.406623322,0.429942939,0.669655259,0.672719064,0.226616387,0.433991228,0.332867321,,-9.233E-05,-8.942787132,-0.013772,,,-1.352225174,-1.013400626,-0.098119649,-0.5698391,0.011922795,-0.025183863,0.317087961,1.1960734,-0.222917931,-0.298956372,-0.04861983,-0.785979835,0.63647669,-1.165176389,,-0.000706471,-7.702397414,-0.020560149,,,,,,
3170,0.356067661,0.82751641,0.927443773,-0.400489206,-0.255813859,0.22761674,0.210787553,0.162570762,0.173914679,0.038299116,1.576961757,0.35811772,-0.925778839,0.755595512,,-0.001692318,-5.827144585,0.036851981,,,-0.583493342,-0.414882212,-0.428041636,-1.412104162,-0.640803315,-0.580422498,-0.432397826,-0.047979161,-0.47894619,-0.930312515,0.855622863,-0.654478502,-0.723293377,-0.742448198,,-0.002306459,-4.586754867,0.030063833,,,,,,
3173,-0.393242662,0.137737727,0.000835099,0.229123838,-0.155169012,0.80805115,0.773934963,1.183387237,0.737860974,1.304077806,0.803248976,0.58219645,1.844393957,0.403269315,,0.001525644,-5.218830071,0.047461728,,,-1.332803664,-1.104660895,-1.354650311,-0.782491118,-0.540158469,1.19132E-05,0.130749585,0.972837315,0.085000104,0.335466176,0.081910082,-0.430399772,2.046879419,-1.094774395,,0.000911503,-3.978440352,0.040673579,,,,,,
3176,-0.151726708,0.002520231,0.368235029,0.268727077,0.393686537,0.637520193,0.24850931,0.26737039,0.185966886,0.649333727,-0.458964666,-0.212758466,-0.508447093,0.95109984,,-0.000929772,-12.85531612,0.075279417,,,-1.091287711,-1.239878392,-0.987250381,-0.742887878,0.00869708,-0.170519045,-0.394676068,0.056820468,-0.466893984,-0.319277903,-1.180303561,-1.225354688,-0.305961631,-0.546943869,,-0.001543913,-11.61492641,0.068491269,,,,,,
3189,-0.085253258,-0.311125019,-0.91573918,0.576176226,0.763821997,0.305544453,0.352198624,-0.31743548,-0.118181437,-0.679484529,-0.179000541,0.42185542,-0.080838523,-1.063937023,,0.002204079,-7.242266543,0.041318309,,,-1.024814261,-1.553523641,-2.271224589,-0.43543873,0.37883254,-0.502494785,-0.290986754,-0.527985402,-0.771042306,-1.648096159,-0.900339435,-0.590740802,0.121646939,-2.561980732,,0.001589938,-6.001876825,0.034530161,,,,,,
3190,-0.310996935,0.328091687,1.499227391,1.868222635,0.646157901,0.884064673,0.846390812,-0.517621776,0.260729018,-0.947620558,1.712515786,0.91647649,0.289589667,0.640890244,,0.001000359,4.966584064,0.03446197,,,-1.250557938,-0.914306935,0.143741981,0.85660768,0.261168445,0.076025436,0.203205434,-0.728171698,-0.392131852,-1.916232188,0.991176891,-0.096119732,0.492075129,-0.857153466,,0.000386218,6.206973783,0.027673821,,,,,,
3200,0.244450737,-0.16210447,-0.949891184,-0.267541686,0.008835766,-1.321287906,-0.707642687,0.084617623,-1.250579803,-0.393856901,-1.357762933,-1.723311277,-0.496402917,-0.970796568,,0.001027145,-3.544425926,0.054093265,,,-0.695110265,-1.404503092,-2.305376593,-1.279156641,-0.376153691,-2.129327143,-1.350828065,-0.125932299,-1.903440672,-1.362468531,-2.079101827,-2.735907499,-0.293917455,-2.468840278,,0.000413004,-2.304036208,0.047305116,,,,,,
3212,0.939561003,1.242398622,1.35548541,1.011614956,0.384989456,0.808039237,0.643185379,0.210549922,0.652860869,0.96861163,0.721338894,1.012596222,-0.202485462,1.49804371,,0.001633145,-17.071022,0.064811184,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.001019005,-15.83063228,0.058023035,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.138994735,0.283214587,0.336631351,0.09827836,0.04394379,0.292158479,0.392550831,0.232312747,0.166650727,0.311863272,0.21226783,0.337033003,0.150299772,0.38590088,,0.000614141,-1.240389718,0.006788149,,,-0.800566268,-0.959184035,-1.018854058,-0.913336595,-0.341045666,-0.515880758,-0.250634547,0.021762825,-0.486210142,-0.656748359,-0.509071064,-0.675563218,0.352785234,-1.11214283,,-6.05136E-20,-4.95727E-16,4.84109E-18,,,,,,
