Subs,IV,V,VI,Crus-I,Crus-II,VIIb,VIIIa,VIIIb,IX,X,Vermis-VI,Vermis-VIIIa,Vermis-VIIIb,Vermis-IX,,gsr_dm,tsnr_dm,fd_mean_dm,,Subs,IV,V,VI,Crus-I,Crus-II,VIIb,VIIIa,VIIIb,IX,X,Vermis-VI,Vermis-VIIIa,Vermis-VIIIb,Vermis-IX,,gsr_dm,tsnr_dm,fd_mean_dm
1016,-0.083562176,0.019149864,-0.002806443,-0.108944125,0.641312044,0.198219203,-0.349034277,-0.221909512,0.637934049,-2.326378228,-0.544190556,-0.256351134,-0.387443307,-0.794613827,,-0.000707616,1.016270951,-0.047749468,,,-0.220533963,0.234957642,0.722504314,-0.093080014,1.118347142,0.00984027,-1.143460563,-0.971518608,-0.155528923,-2.891300928,0.256624151,-0.468776952,-0.690745393,-0.931242541,,-0.000671351,1.454712195,-0.053994582
1019,-0.21146553,-0.252777138,0.019746961,1.235361778,1.045172677,-0.301946421,-0.760227277,-0.585038068,0.388745392,0.516051848,-0.117844651,0.65310044,0.15637993,0.119237997,,-0.001619175,-12.94064586,-0.011580126,,,-0.348437317,-0.036969361,0.745057718,1.251225889,1.522207774,-0.490325354,-1.554653563,-1.334647164,-0.40471758,-0.048870852,0.682970055,0.440674622,-0.146922156,-0.017390717,,-0.00158291,-12.50220461,-0.01782524
1021,0.47811494,0.274983522,0.494967679,0.596089022,0.125622645,0.894763399,0.15900987,0.466549045,0.521596575,0.701624392,-0.307284311,0.11984744,-0.028434548,-0.350589814,,-0.001642469,-12.40517871,0.018477109,,,0.341143153,0.4907913,1.220278436,0.611953134,0.602657743,0.706384467,-0.635416415,-0.28306005,-0.271866397,0.136701692,0.493530396,-0.092578378,-0.331736635,-0.487218527,,-0.001606204,-11.96673747,0.012231995
1242,0.567087721,0.689424535,0.250370247,0.218809842,0.262731706,0.532445393,0.421638782,0.277461159,0.000937481,0.599497653,1.515049376,0.06968739,1.311954439,0.043637903,,-0.001554641,15.98568471,-0.058207861,,,0.430115934,0.905232312,0.975681004,0.234673953,0.739766803,0.34406646,-0.372787504,-0.472147937,-0.792525491,0.034574953,2.315864082,-0.142738427,1.008652353,-0.092990811,,-0.001518376,16.42412595,-0.064452975
1243,0.342453667,0.765531847,0.010907862,-0.069840936,0.16040313,-0.099374091,0.124252644,0.414899178,-0.010241417,0.754291685,0.210612132,-1.309723798,-0.905102403,-0.141802556,,-0.000805175,3.591145829,-0.013741517,,,0.20548188,0.981339624,0.736218619,-0.053976825,0.637438228,-0.287753023,-0.670173641,-0.334709917,-0.803704389,0.189368985,1.011426839,-1.522149615,-1.20840449,-0.27843127,,-0.00076891,4.029587073,-0.019986631
1244,-0.489739753,-0.790593774,-1.048339719,0.496390894,-0.287593159,-0.513948901,-0.26362096,-1.134589805,-0.947978928,0.521408466,-0.919021371,-1.343878607,-0.770859513,-1.546927465,,0.000806697,14.98550723,-0.053057514,,,-0.62671154,-0.574785997,-0.323028962,0.512255005,0.189441939,-0.702327834,-1.058047245,-1.8841989,-1.7414419,-0.043514234,-0.118206664,-1.556304424,-1.074161599,-1.683556179,,0.000842962,15.42394847,-0.059302627
1245,0.03860635,0.390441551,1.038426966,0.529770952,1.316545453,0.674218325,-0.166097045,0.272389558,0.748756233,-0.103470357,1.26585169,-0.275011439,-0.972209601,0.444743189,,-0.000646597,0.146764115,-0.055023249,,,-0.098365436,0.606249328,1.763737723,0.545635063,1.793580551,0.485839393,-0.96052333,-0.477219538,-0.044706739,-0.668393056,2.066666397,-0.487437257,-1.275511688,0.308114475,,-0.000610332,0.58520536,-0.061268362
1247,1.459134154,1.02943139,0.980283898,1.284325476,1.097234925,0.486430877,-0.249990244,-0.348579546,1.695097308,-1.723795003,1.688480394,1.213797262,2.191051601,1.817055615,,-0.005004692,15.40080885,-0.025863921,,,1.322162368,1.245239168,1.705594655,1.300189587,1.574270022,0.298051944,-1.044416529,-1.098188642,0.901634336,-2.288717703,2.489295101,1.001371444,1.887749514,1.680426901,,-0.004968427,15.8392501,-0.032109035
1248,0.789622079,0.19538347,0.471265706,0.466197788,0.986228974,0.302427125,-0.166975776,-0.175053166,1.05594136,0.850229877,0.120772039,-0.248907709,1.83133635,0.386160944,,-0.005384816,-4.493717108,-0.006617112,,,0.652650292,0.411191247,1.196576463,0.482061899,1.463264072,0.114048193,-0.961402062,-0.924662262,0.262478388,0.285307177,0.921586745,-0.461333527,1.528034264,0.24953223,,-0.005348551,-4.055275864,-0.012862226
1249,0.506586918,-0.058127855,-0.153059988,0.443838412,0.399799951,0.233346153,-0.38482943,0.436745952,0.852446405,0.992273587,-0.555852427,-0.392810841,-0.434938284,0.84672158,,-0.001525085,25.8143781,-0.141897595,,,0.369615131,0.157679923,0.572250769,0.459702523,0.876835048,0.04496722,-1.179255716,-0.312863144,0.058983433,0.427350887,0.244962279,-0.605236659,-0.738240371,0.710092866,,-0.00148882,26.25281934,-0.148142709
1253,-1.369846987,-1.796638705,-2.102708412,-0.807572136,-1.366287876,-1.479273436,-1.210660415,-1.444553867,-2.020554756,-2.654578319,-1.806721099,-2.45556002,-2.539686615,-3.27501884,,0.000985414,3.409034089,-0.348524916,,,-1.506818774,-1.580830927,-1.377397655,-0.791708025,-0.889252778,-1.667652368,-2.0050867,-2.194162963,-2.814017728,-3.219501019,-1.005906393,-2.667985838,-2.842988701,-3.411647553,,0.001021679,3.847475333,-0.35477003
1255,0.793045539,1.984491859,1.518194841,0.428129228,0.584173636,-0.153405809,0.232523514,0.061219209,1.309255737,-0.245812875,1.155835888,0.752933307,2.719471595,1.454205455,,-0.001313672,12.51875813,-0.024817415,,,0.656073752,2.200299636,2.243505598,0.443993339,1.061208734,-0.341784742,-0.561902772,-0.688389887,0.515792765,-0.810735575,1.956650595,0.540507489,2.416169508,1.317576741,,-0.001277407,12.95719938,-0.031062529
1276,0.519312737,0.104110531,0.138334732,-0.129632935,-0.553377009,-0.581361945,-0.31516775,-0.571482265,-1.162061408,-0.801547289,-0.169711733,-0.250741721,0.08541129,-1.714308843,,0.000503518,14.4165128,-0.047323651,,,0.382340951,0.319918309,0.863645489,-0.113768823,-0.076341912,-0.769740878,-1.109594036,-1.321091361,-1.95552438,-1.366469989,0.631102974,-0.463167539,-0.217890797,-1.850937557,,0.000539783,14.85495405,-0.053568764
1286,0.07399973,-0.022780767,0.018246816,-0.947615242,-0.551859235,-0.316647391,-0.622468967,-0.690766062,-0.4425931,0.157241085,-1.479867172,-0.68557932,0.311489514,-0.06866783,,-0.003195134,13.57752736,-0.04701398,,,-0.062972057,0.193027011,0.743557573,-0.931751131,-0.074824138,-0.505026324,-1.416895252,-1.440375157,-1.236056072,-0.407681615,-0.679052466,-0.898005137,0.008187427,-0.205296543,,-0.003158869,14.0159686,-0.053259094
1294,-0.246369018,-0.090051457,0.295504578,0.027613536,0.076671059,-0.99208659,-1.368787528,-0.356370609,-0.71283898,-0.517543337,-0.745144973,-0.873139529,-0.394263527,-0.036771259,,-0.00307661,20.3397878,-0.061899157,,,-0.383340805,0.125756321,1.020815335,0.043477648,0.553706156,-1.180465523,-2.163213813,-1.105979705,-1.506301952,-1.082466037,0.055669734,-1.085565346,-0.697565613,-0.173399973,,-0.003040345,20.77822904,-0.068144271
1300,0.407011318,0.462914253,-0.506784283,-0.802322045,0.452189173,-0.109388602,0.454057749,0.75193495,0.577089977,0.809806137,0.261333813,0.470524969,-0.803306183,-0.285204765,,-0.00020297,-1.667088195,-0.058683619,,,0.270039531,0.678722031,0.218526474,-0.786457934,0.929224271,-0.297767535,-0.340368537,0.002325855,-0.216372995,0.244883437,1.062148519,0.258099151,-1.10660827,-0.421833479,,-0.000166705,-1.228646951,-0.064928732
1301,-0.209947632,-0.507144172,0.107579003,0.540065185,0.252633522,0.623205692,0.321641682,-0.140960198,0.153322656,0.127787266,-0.945714893,-0.865401862,-0.543283503,-0.706723622,,-0.001129461,7.40801175,-0.03871405,,,-0.346919419,-0.291336395,0.83288976,0.555929296,0.72966862,0.43482676,-0.472784604,-0.890569293,-0.640140316,-0.437135434,-0.144900187,-1.07782768,-0.84658559,-0.843352336,,-0.001093196,7.846452994,-0.044959164
1302,0.059063979,0.631810309,0.62985928,-0.152709248,-1.058154221,-0.928982408,-0.130031429,-0.329032593,-0.621014273,-0.60242219,-0.926342155,-0.21290685,-0.433593895,-0.14989694,,-0.001350296,19.27217229,-0.042308672,,,-0.077907808,0.847618087,1.355170037,-0.136845137,-0.581119123,-1.11736134,-0.924457715,-1.078641689,-1.414477245,-1.16734489,-0.125527448,-0.425332667,-0.736895982,-0.286525654,,-0.001314031,19.71061353,-0.048553786
3116,0.846298634,1.410043256,0.842894408,0.831104386,0.765462195,0.685181507,-0.17068278,-0.610496551,0.859942583,-1.224146199,1.491237618,1.188101845,0.600074257,0.951091502,,0.000676728,-20.81533305,0.060648813,,,0.709326848,1.625851034,1.568205165,0.846968497,1.242497292,0.496802574,-0.965109065,-1.360105647,0.066479611,-1.789068898,2.292052325,0.975676028,0.29677217,0.814462788,,0.000712993,-20.37689181,0.054403699
3125,0.36975797,0.643188312,0.542222386,-0.085035531,0.485178663,0.169368352,0.433701583,-0.057479925,0.651622612,-0.548065596,0.557135486,0.315977581,0.215096452,0.558950393,,0.000371638,6.722920732,-0.023480988,,,0.232786184,0.85899609,1.267533143,-0.06917142,0.962213761,-0.019010581,-0.360724702,-0.807089021,-0.14184036,-1.112988296,1.357950193,0.103551763,-0.088205635,0.422321679,,0.000407903,7.161361976,-0.029726102
3140,-0.570784537,-1.31985884,-1.537191091,0.495444369,0.504678654,-0.618040687,-0.707993595,-0.330404584,0.200409724,0.380796855,-0.818617841,-1.479074796,-0.831779089,-1.161524404,,0.000481949,14.72806294,-0.067665148,,,-0.707756324,-1.104051062,-0.811880334,0.51130848,0.981713751,-0.80641962,-1.50241988,-1.08001368,-0.593053248,-0.184125844,-0.017803134,-1.691500613,-1.135081176,-1.298153117,,0.000518214,15.16650419,-0.073910262
3143,0.097423729,0.074401124,0.337600574,0.557812899,-0.903698486,0.231712102,0.943822867,0.572797973,0.592127893,0.656060125,-0.013793506,0.881319239,0.304089702,0.850050007,,-0.010486234,10.21465374,-0.054456722,,,-0.039548057,0.290208902,1.062911331,0.57367701,-0.426663389,0.043333169,0.149396582,-0.176811123,-0.201335079,0.091137426,0.787021201,0.668893421,0.000787615,0.713421293,,-0.010449969,10.65309498,-0.060701836
3152,-1.444285028,-1.015414843,-0.451701104,0.286848622,0.724448311,-0.139670127,-0.202570647,-0.834606619,-0.576204969,-0.41812328,0.410718956,-0.838984692,-1.820551154,-1.705417961,,-0.0030337,4.540200547,-0.083339568,,,-1.581256815,-0.799607066,0.273609653,0.302712733,1.201483408,-0.32804906,-0.996996932,-1.584215714,-1.369667941,-0.98304598,1.211533663,-1.05141051,-2.123853241,-1.842046675,,-0.002997435,4.978641791,-0.089584682
3166,0.135359142,-0.181228809,-0.318451176,-0.03670967,0.148376022,-0.061958813,-0.508438619,0.271723264,-0.672193785,-2.217996581,-0.613093499,0.151298577,1.767721351,-1.072592264,,-0.000786913,0.858601884,-0.036566896,,,-0.001612644,0.034578969,0.406859581,-0.020845559,0.62541112,-0.250337746,-1.302864904,-0.477885832,-1.465656758,-2.782919281,0.187721208,-0.061127241,1.464419264,-1.209220978,,-0.000750648,1.297043128,-0.04281201
3167,0.648212265,0.520333498,-0.175977117,-0.815539211,-0.467658896,-0.271665902,-0.328707808,-0.908722462,-0.293504723,-0.207620628,-0.148081121,-0.023588464,0.164433126,0.15612308,,-0.001162431,-8.439905806,-0.059550501,,,0.511240478,0.736141276,0.54933364,-0.7996751,0.009376202,-0.460044834,-1.123134094,-1.658331557,-1.086967695,-0.772543328,0.652733586,-0.236014282,-0.138868961,0.019494366,,-0.001126166,-8.001464562,-0.065795615
3170,0.765673943,1.015311482,0.813844649,0.04124121,-0.357663822,-0.082033483,0.427895068,0.069214437,0.245332015,0.375825772,1.424572722,0.961560081,2.280459942,1.083666213,,-0.001710996,-15.87433879,-0.015179656,,,0.628702156,1.231119259,1.539155406,0.057105321,0.119371276,-0.270412416,-0.366531217,-0.680394658,-0.548130957,-0.189096928,2.225387429,0.749134263,1.977157855,0.947037499,,-0.001674731,-15.43589755,-0.02142477
3173,0.435004661,0.658054702,-0.01975106,0.275814539,-0.156169779,0.044416259,-0.293971423,-0.490628174,0.532875838,1.68701841,1.262115367,1.453436417,0.120539155,2.304063007,,-0.000462652,-6.351191207,0.000922142,,,0.298032875,0.87386248,0.705559697,0.29167865,0.320865319,-0.143962674,-1.088397709,-1.240237269,-0.260587134,1.12209571,2.062930073,1.241010599,-0.182762932,2.167434293,,-0.000426387,-5.912749963,-0.005322972
3176,0.058190156,-0.738984083,-0.798876886,0.030316315,0.2696632,0.251071218,-0.17908709,-0.036388497,0.180976718,0.602842748,-0.795923594,0.109768788,-0.128997717,-0.060128083,,-0.000793737,-22.94790141,0.07045287,,,-0.078781631,-0.523176306,-0.073566129,0.046180426,0.746698297,0.062692286,-0.973513375,-0.785997593,-0.612486255,0.037920048,0.004891112,-0.10265703,-0.432299804,-0.196756797,,-0.000757472,-22.50946017,0.064207756
3189,-0.891393863,-0.283611717,1.257619193,-0.2232673,-0.329844206,0.851021737,1.32418458,1.039267044,0.369720125,1.628338026,-0.022268887,0.78100705,1.960680612,-0.019785994,,0.00013927,0.578056912,-0.019975769,,,-1.02836565,-0.067803939,1.98292995,-0.207403188,0.147190891,0.662642805,0.529758294,0.289657948,-0.423742847,1.063415326,0.77854582,0.568581232,1.657378525,-0.156414708,,0.000175535,1.016498156,-0.026220882
3190,0.481522004,0.979782879,1.024560327,-0.098909581,-0.335292132,0.462087873,0.679370508,0.249629131,-0.412138728,0.053018351,1.07748526,0.761989235,0.770292009,0.229987704,,0.00048509,-0.680046865,0.000251536,,,0.344550218,1.195590656,1.749871084,-0.083045469,0.141742966,0.273708941,-0.115055778,-0.499979965,-1.2056017,-0.511904349,1.878299967,0.549563417,0.466989922,0.09335899,,0.000521355,-0.241605621,-0.005993578
3199,0.743262206,0.640775297,1.299292192,-0.042779663,0.224879402,-0.254215794,0.286646821,0.250585535,0.647162815,1.18708511,0.808897753,1.186578417,1.372250861,2.407974156,,-0.001881295,-29.95437877,0.081799386,,,0.606290419,0.856583074,2.024602949,-0.026915552,0.7019145,-0.442594726,-0.507779465,-0.49902356,-0.146300158,0.62216241,1.60971246,0.974152599,1.068948774,2.271345443,,-0.00184503,-29.51593752,0.075554272
3200,0.283853242,1.002862697,0.489933713,0.123299591,0.305606051,0.46906946,-0.353677683,0.455985519,0.88280465,0.469154933,1.210058557,1.216250826,1.315236087,1.687071349,,-0.001727541,-4.899622603,-0.019887986,,,0.146881455,1.218670474,1.21524447,0.139163703,0.782641148,0.280690528,-1.148103969,-0.293623576,0.089341678,-0.095767767,2.010873264,1.003825008,1.011934,1.550442635,,-0.001691276,-4.461181359,-0.0261331
3206,0.18010785,0.762244142,0.945602139,0.451736279,0.369167873,0.085043802,0.538710961,0.21225803,0.203802653,1.865448204,1.245159591,-0.070850045,0.106420881,0.521065643,,0.000462041,20.22955449,-0.161728832,,,0.043136063,0.97805192,1.670912896,0.46760039,0.846202971,-0.10333513,-0.255715324,-0.537351065,-0.589660319,1.300525504,2.045974298,-0.283275862,-0.196881206,0.384436929,,0.000498306,20.66799573,-0.167973945
3210,0.752788968,1.870670143,1.993304858,0.885581678,0.261287263,-0.203300537,-0.38569651,-0.601178952,0.750038886,1.031243645,2.305856299,1.435685132,1.803314323,1.550210075,,0.00544862,-18.61492793,1.403837592,,,0.615817181,2.086477921,2.718615615,0.90144579,0.738322361,-0.39167947,-1.180122795,-1.350788048,-0.043424086,0.466320945,3.106671006,1.223259314,1.500012236,1.413581361,,0.005484885,-18.17648669,1.397592479
3212,0.136971787,-0.215807778,-0.725310757,-0.015864111,-0.477035098,0.188378933,0.794426285,0.749609096,0.793462972,0.5649227,-0.800814707,0.212425818,0.303302087,0.136628714,,-0.000886993,-5.468989058,-0.010963889,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.000850728,-5.030547814,-0.017209003
3218,-0.961974297,-1.163629049,-1.237650659,-0.960741381,-0.753951641,-0.767715603,-0.896047424,-1.014362321,-1.000048884,-0.344606422,-1.003054745,-1.197879708,-1.261566357,-1.373413885,,0.035556926,5.712598161,-0.037959701,,,-1.098946083,-0.947821272,-0.512339902,-0.94487727,-0.276916544,-0.956094536,-1.690473709,-1.763971417,-1.793511856,-0.909529122,-0.202240038,-1.410305526,-1.564868444,-1.510042598,,0.035593191,6.151039405,-0.044204815
3220,-0.896036809,-0.803689801,-0.646573648,-0.430156704,-0.367017847,-0.492315986,-0.765398877,-0.043831317,-0.502082274,-0.099285975,-0.481184415,-0.962535994,-1.418961874,-0.997530638,,0.001093841,35.75835927,-0.072043696,,,-1.033008596,-0.587882023,0.078737109,-0.414292593,0.110017251,-0.680694918,-1.559825162,-0.793440412,-1.295545246,-0.664208675,0.319630292,-1.174961812,-1.722263961,-1.134159352,,0.001130106,36.19680051,-0.07828881
3223,-1.314298954,-1.131071904,-0.714439725,0.408016572,0.499726605,0.143188323,-0.143363999,-0.066617181,-0.030439101,0.63637911,0.878028262,-0.099655799,0.19726456,-0.303429469,,0.005912089,-15.4011008,0.421790639,,,-1.451270741,-0.915264126,0.010871032,0.423880683,0.976761702,-0.04519061,-0.937790285,-0.816226277,-0.823902073,0.07145641,1.678842969,-0.312081617,-0.106037527,-0.440058183,,0.005948354,-14.96265955,0.415545526
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.045107422,0.083656827,0.116884114,0.173989714,0.171856798,0.022969958,-0.029156444,-0.098678327,0.124308262,0.114734186,0.101686109,-0.083812162,0.125952874,0.108455362,,-3.6265E-05,-0.438441244,0.006245114,,,-0.091864364,0.299464605,0.842194871,0.189853825,0.648891895,-0.165408975,-0.823582729,-0.848287423,-0.66915471,-0.450188513,0.902500815,-0.29623798,-0.177349212,-0.028173352,,6.50521E-19,-1.14723E-15,-1.04083E-17
