Subs,IV,V,VI,Crus-I,Crus-II,VIIb,VIIIa,VIIIb,IX,X,Vermis-VI,Vermis-VIIIa,Vermis-VIIIb,Vermis-IX,,gsr_dm,tsnr_dm,fd_mean_dm,,Subs,IV,V,VI,Crus-I,Crus-II,VIIb,VIIIa,VIIIb,IX,X,Vermis-VI,Vermis-VIIIa,Vermis-VIIIb,Vermis-IX,,gsr_dm,tsnr_dm,fd_mean_dm,,,,gsr_dm,tsnr_dm,fd_mean_dm
1001,-0.210872252,0.289264209,0.475495486,0.606138206,0.262194161,-0.39984292,-0.242454384,-0.325392166,-0.461178349,0.702410094,0.242096224,-0.161233619,0.431398442,-0.15497503,,0.001011882,-9.116300012,0.084752619,,1001,-0.366060826,0.075848297,0.247805361,0.535946768,0.229713909,-0.543014444,-0.44513694,-0.461137486,-0.590378897,0.683035367,0.091954443,-0.352841839,0.172516451,-0.473778845,,0.001140322,-10.17588692,0.095634958,1,,1,0.001140322,-10.17588692,0.095634958
1003,0.493152181,0.286458639,1.350088131,1.01397168,0.914150216,0.066193968,0.460009477,-0.160937863,0.26800401,0.870905295,1.374634753,-0.149010099,0.414133872,2.533798562,,-0.002846834,26.40460426,-0.055831521,,1003,0.337963606,0.073042727,1.122398007,0.943780241,0.881669964,-0.076977556,0.257326921,-0.296683183,0.138803463,0.851530568,1.224492972,-0.34061832,0.15525188,2.214994747,,-0.002718394,25.34501735,-0.044949182,2,,1,-0.002718394,25.34501735,-0.044949182
1004,-0.748829382,-2.032666111,-2.995440392,-2.204328015,-1.470282137,-1.396340474,-1.991828392,-1.062884909,-0.399485259,-1.085401778,-1.724544411,-0.681581629,-0.00418335,-0.786659447,,-0.001510514,5.893745816,-0.02372592,,1004,-0.904017957,-2.246082023,-3.223130517,-2.274519453,-1.502762389,-1.539511997,-2.194510948,-1.19863023,-0.528685806,-1.104776505,-1.874686192,-0.87318985,-0.263065341,-1.105463261,,-0.001382074,4.834158906,-0.012843581,3,,1,-0.001382074,4.834158906,-0.012843581
1006,0.341032157,0.527529861,0.314337316,0.534983296,0.657937827,0.327793394,0.084918719,0.353483396,1.665741058,-0.035700638,1.396860724,-0.100782417,1.032208111,1.743783515,,0.000379585,-22.81483039,0.013311512,,1006,0.185843582,0.314113949,0.086647191,0.464791857,0.625457575,0.18462187,-0.117763837,0.217738076,1.536540511,-0.055075365,1.246718943,-0.292390638,0.773326119,1.424979701,,0.000508025,-23.8744173,0.024193851,4,,1,0.000508025,-23.8744173,0.024193851
1009,-0.689783791,-0.528399114,-0.11771539,-0.703030731,-0.914087802,-0.587319751,-0.206898344,-0.967454993,-0.250487075,-2.031987393,-0.572768321,-0.155082282,-0.98292281,-0.033803137,,0.001670491,-13.70552787,0.013577624,,1009,-0.844972366,-0.741815026,-0.345405515,-0.773222169,-0.946568054,-0.730491275,-0.4095809,-1.103200313,-0.379687622,-2.05136212,-0.722910102,-0.346690502,-1.241804801,-0.352606952,,0.001798931,-14.76511478,0.024459963,5,,1,0.001798931,-14.76511478,0.024459963
1010,-0.266228531,0.036408903,0.238817987,0.337755453,0.526908752,0.866223217,1.193288729,1.368586259,-0.361432396,1.183758225,-0.204307855,0.390122268,0.078741631,0.676634526,,-0.005684065,-11.52911719,0.107519879,,1010,-0.421417105,-0.177007009,0.011127862,0.267564015,0.4944285,0.723051693,0.990606173,1.232840938,-0.490632943,1.164383498,-0.354449636,0.198514047,-0.18014036,0.357830712,,-0.005555626,-12.5887041,0.118402219,6,,1,-0.005555626,-12.5887041,0.118402219
1011,0.209997991,0.289204942,0.305935225,-0.817998302,-0.524287038,-0.006419046,1.170849491,0.865920659,-0.413959753,-0.195144083,-1.300700292,-1.08408303,0.227138327,-0.456827778,,-9.25174E-05,15.67738763,-0.0631699,,1011,0.054809416,0.07578903,0.078245101,-0.88818974,-0.55676729,-0.149590569,0.968166934,0.730175339,-0.543160301,-0.214518809,-1.450842073,-1.275691251,-0.031743664,-0.775631592,,3.59223E-05,14.61780072,-0.052287561,7,,1,3.59223E-05,14.61780072,-0.052287561
1012,-0.034745455,0.141791456,-0.282992268,0.968282497,0.861517116,-0.38482289,0.173495343,-0.290174963,-0.071376323,-0.407008283,-0.698843822,0.073573114,-1.012653101,-0.545680587,,0.000189969,-19.74135932,-0.010084502,,1012,-0.189934029,-0.071624455,-0.510682392,0.898091059,0.829036864,-0.527994413,-0.029187214,-0.425920284,-0.20057687,-0.42638301,-0.848985603,-0.118035107,-1.271535093,-0.864484401,,0.000318408,-20.80094623,0.000797837,8,,1,0.000318408,-20.80094623,0.000797837
1013,0.792223268,0.839099955,-0.357669113,0.229150464,0.110186951,0.267778724,1.067082127,0.850178395,-0.062423359,0.161889647,1.440566781,1.47528181,0.660076835,0.431358738,,0.00015695,-7.150752628,-0.001584803,,1013,0.637034693,0.625684043,-0.585359238,0.158959025,0.077706699,0.1246072,0.864399571,0.714433075,-0.191623906,0.14251492,1.290425,1.28367359,0.401194844,0.112554924,,0.00028539,-8.210339538,0.009297537,9,,1,0.00028539,-8.210339538,0.009297537
1015,0.558519867,0.892136539,1.140283553,1.032302186,0.752497805,1.719182577,1.72848752,1.74829574,0.697400654,1.050346904,0.751899888,1.493155941,1.308515716,0.536853079,,-0.000532841,1.918629086,-0.021907407,,1015,0.403331292,0.678720627,0.912593428,0.962110748,0.720017553,1.576011053,1.525804964,1.612550419,0.568200107,1.030972178,0.601758107,1.30154772,1.049633724,0.218049264,,-0.000404401,0.859042176,-0.011025067,10,,1,-0.000404401,0.859042176,-0.011025067
1016,0.570981938,0.801949834,0.98026705,0.222327073,0.049433447,-0.016314968,-0.344802031,0.588789062,1.119162554,-1.013437122,0.186573551,0.482508272,0.122465543,-0.2916363,,-0.003250564,11.97403375,-0.01648017,,1016,0.415793363,0.588533922,0.752576926,0.152135634,0.016953195,-0.159486492,-0.547484587,0.453043741,0.989962007,-1.032811849,0.03643177,0.290900052,-0.136416448,-0.610440114,,-0.003122125,10.91444684,-0.005597831,11,,1,-0.003122125,10.91444684,-0.005597831
1019,0.852636471,0.702886233,0.495151197,1.053519717,0.367118136,0.914239402,0.28179993,-0.119160453,0.464826609,0.076051522,-0.976668028,0.655417913,1.242222971,0.076246142,,-0.000581357,-21.2691265,0.004415416,,1019,0.697447897,0.489470321,0.267461072,0.983328279,0.334637884,0.771067878,0.079117373,-0.254905774,0.335626062,0.056676795,-1.126809809,0.463809692,0.983340979,-0.242557672,,-0.000452917,-22.32871341,0.015297756,12,,1,-0.000452917,-22.32871341,0.015297756
1021,-0.369390903,-1.060824502,-0.526908634,0.277817839,-0.787369424,-0.065636473,0.167792021,0.290669639,0.112869965,-0.08362297,-0.461397692,-0.651673604,-0.344098822,0.515097833,,-0.000953464,-8.06378516,0.003007165,,1021,-0.524579477,-1.274240414,-0.754598758,0.207626401,-0.819849676,-0.208807997,-0.034890536,0.154924319,-0.016330582,-0.102997696,-0.611539472,-0.843281825,-0.602980813,0.196294018,,-0.000825024,-9.12337207,0.013889504,13,,1,-0.000825024,-9.12337207,0.013889504
1242,0.592078904,0.904160492,0.266687479,-0.476655462,0.704290556,0.627412046,0.359462225,0.672699213,0.245086184,-0.743022128,1.363327113,0.65825517,0.637453343,0.749385622,,-0.003710083,26.04135171,-0.029311925,,1242,0.436890329,0.69074458,0.038997354,-0.5468469,0.671810304,0.484240523,0.156779668,0.536953892,0.115885637,-0.762396855,1.213185332,0.466646949,0.378571352,0.430581807,,-0.003581643,24.9817648,-0.018429586,14,,1,-0.003581643,24.9817648,-0.018429586
1243,0.541830838,1.001964225,0.560859922,-0.642303981,-0.289853174,0.474400284,0.709958446,1.029077759,0.235615756,1.083111291,1.451288983,0.700999391,1.001448643,1.029033065,,-0.000666324,7.688290036,0.004110154,,1243,0.386642264,0.788548313,0.333169797,-0.712495419,-0.322333426,0.33122876,0.50727589,0.893332438,0.106415209,1.063736564,1.301147202,0.50939117,0.742566652,0.710229251,,-0.000537884,6.628703126,0.014992493,15,,1,-0.000537884,6.628703126,0.014992493
1244,0.086561966,-0.408295803,-0.647789876,-0.192915036,-0.23410902,0.40558324,0.325977422,-0.753244693,-0.842901042,-0.565574307,-0.929668446,-0.40255597,-0.166178349,-1.01170242,,0.000623919,16.24406808,-0.028840826,,1244,-0.068626609,-0.621711715,-0.875480001,-0.263106474,-0.266589272,0.262411716,0.123294866,-0.888990013,-0.972101589,-0.584949034,-1.079810227,-0.594164191,-0.42506034,-1.330506234,,0.000752359,15.18448117,-0.017958486,16,,1,0.000752359,15.18448117,-0.017958486
1248,0.535467014,0.213431052,1.07211574,0.469061338,0.467648031,0.431298305,-0.019686654,-0.527838926,0.565459646,0.487591271,1.652136248,0.557940937,1.108526576,1.690521481,,-0.001075225,2.517621732,0.008224716,,1248,0.380278439,1.514E-05,0.844425615,0.398869899,0.435167779,0.288126781,-0.22236921,-0.663584247,0.436259099,0.468216544,1.501994467,0.366332717,0.849644585,1.371717667,,-0.000946785,1.458034822,0.019107056,17,,1,-0.000946785,1.458034822,0.019107056
1249,-0.186821335,-0.195463799,-0.485171364,0.342144156,-0.057098739,-0.040995303,-1.011337547,-0.71814215,0.463679697,0.640510036,0.265995547,0.430610387,0.7736717,3.283950121,,-0.004732365,35.23509446,-0.140078861,,1249,-0.34200991,-0.408879711,-0.712861489,0.271952718,-0.089578991,-0.184166827,-1.214020103,-0.853887471,0.33447915,0.621135309,0.115853766,0.239002167,0.514789709,2.965146307,,-0.004603925,34.17550755,-0.129196522,18,,1,-0.004603925,34.17550755,-0.129196522
1251,-0.535193046,-0.028371839,0.227459635,-0.899467791,-0.370772316,0.316121055,0.477495884,0.27603111,0.183174342,-1.697640344,-0.298199312,0.939418265,0.444489638,0.758622553,,0.002131024,-6.728946293,0.005325061,,1251,-0.690381621,-0.241787751,-0.00023049,-0.969659229,-0.403252568,0.172949531,0.274813327,0.14028579,0.053973795,-1.717015071,-0.448341093,0.747810045,0.185607647,0.439818738,,0.002259463,-7.788533203,0.016207401,19,,1,0.002259463,-7.788533203,0.016207401
1253,-1.605457014,-1.726853757,-1.36823427,-0.496067939,-0.654953083,-0.466559128,-0.364234672,-0.318557294,-1.364617688,-1.922674176,-2.550631263,-1.305512276,-0.219056895,-1.514471109,,0.003495372,5.207245266,-0.164411305,,1253,-1.760645589,-1.940269669,-1.595924395,-0.566259377,-0.687433335,-0.609730652,-0.566917228,-0.454302614,-1.493818235,-1.942048903,-2.700773043,-1.497120496,-0.477938886,-1.833274923,,0.003623812,4.147658356,-0.153528966,20,,1,0.003623812,4.147658356,-0.153528966
1255,-0.027179792,1.540355878,1.212630795,0.758535536,0.979183186,0.33599869,0.06143532,0.325459331,2.342604263,0.555946896,1.175958176,0.322132408,1.709575618,2.878864666,,-0.002835636,8.763077176,-0.013035037,,1255,-0.182368367,1.326939966,0.984940671,0.688344098,0.946702934,0.192827166,-0.141247237,0.18971401,2.213403716,0.536572169,1.025816395,0.130524187,1.450693627,2.560060852,,-0.002707196,7.703490265,-0.002152698,21,,1,-0.002707196,7.703490265,-0.002152698
1276,-0.771641668,-0.39939094,0.12607987,-1.088320787,-0.945179589,0.068176659,0.60996146,-0.474283695,-1.280085641,0.162201904,-0.231662535,-0.893164824,-0.628146312,-1.511188094,,0.000519356,0.797562039,-0.013765578,,1276,-0.926830243,-0.612806852,-0.101610255,-1.158512225,-0.977659841,-0.074994865,0.407278903,-0.610029015,-1.409286188,0.142827178,-0.381804316,-1.084773045,-0.887028303,-1.829991909,,0.000647796,-0.262024871,-0.002883239,22,,1,0.000647796,-0.262024871,-0.002883239
1286,0.042508723,-0.016231278,0.145990758,-0.732609523,-0.272852701,-0.501731778,-0.13986332,-0.034568184,-0.020211433,-0.036966052,-0.698609968,-0.085321706,0.297877436,0.217083067,,-0.002494433,11.86441461,-0.014840074,,1286,-0.112679851,-0.22964719,-0.081699366,-0.802800961,-0.305332953,-0.644903302,-0.342545877,-0.170313504,-0.14941198,-0.056340778,-0.848751749,-0.276929926,0.038995445,-0.101720747,,-0.002365993,10.8048277,-0.003957734,23,,1,-0.002365993,10.8048277,-0.003957734
1294,0.152860886,0.260240503,1.335756161,0.762569233,1.188352259,0.484760343,0.017105957,0.130150503,0.344833135,0.875025518,0.901385433,0.017962377,-0.123225974,1.169354078,,-0.003904518,15.93360177,-0.023546733,,1294,-0.002327689,0.046824592,1.108066037,0.692377794,1.155872007,0.34158882,-0.1855766,-0.005594817,0.215632588,0.855650792,0.751243652,-0.173645843,-0.382107965,0.850550264,,-0.003776078,14.87401486,-0.012664394,24,,1,-0.003776078,14.87401486,-0.012664394
1300,1.966708128,1.585120186,0.337817724,-0.017898045,0.498762754,-0.1630495,0.158987255,0.276758002,0.916778317,2.216148231,0.760892183,1.71145122,0.050354116,-0.692097208,,0.001350125,23.63800565,-1.319104738,,1300,1.811519554,1.371704274,0.1101276,-0.088089483,0.466282502,-0.306221024,-0.043695301,0.141012681,0.78757777,2.196773504,0.610750402,1.519842999,-0.208527875,-1.010901022,,0.001478564,22.57841874,-1.308222399,25,,1,0.001478564,22.57841874,-1.308222399
1301,-0.244399601,0.092202056,0.9413425,0.8472124,0.53782378,1.020783004,0.950378356,0.091385143,0.183255438,-0.133773779,-0.78185143,-0.65716667,-0.776329091,0.524426206,,-0.000902776,15.09249536,-0.014931052,,1301,-0.399588175,-0.121213856,0.713652376,0.777020962,0.505343528,0.87761148,0.7476958,-0.044360178,0.054054891,-0.153148506,-0.931993211,-0.848774891,-1.035211082,0.205622391,,-0.000774336,14.03290845,-0.004048713,26,,1,-0.000774336,14.03290845,-0.004048713
