Subs,IV,V,VI,Crus-I,Crus-II,VIIb,VIIIa,VIIIb,IX,X,Vermis-VI,Vermis-VIIIa,Vermis-VIIIb,Vermis-IX,,gsr_dm,tsnr_dm,fd_mean_dm,,Subs,IV,V,VI,Crus-I,Crus-II,VIIb,VIIIa,VIIIb,IX,X,Vermis-VI,Vermis-VIIIa,Vermis-VIIIb,Vermis-IX,,gsr_dm,tsnr_dm,fd_mean_dm,,,,gsr_dm,tsnr_dm,fd_mean_dm
1001,-0.471049951,-1.421846961,-1.33584613,-0.780873612,-0.534458811,-0.798333196,-1.113106871,-1.024751229,0.026185753,-0.641293167,-0.083183106,-1.686651803,-1.410867142,-0.714822352,,0.000479362,-2.962609229,-0.043158188,,,0.486166404,-0.420335318,0.005769174,0.033259616,0.579625236,0.186546251,-1.209660107,-1.069140251,0.246289648,-0.4675932,1.171961455,-0.629858714,-1.641283418,0.353568958,,0.000446282,-1.263178644,-0.052139753,,,,,,
1003,-0.790528889,-1.088004232,-1.99782337,-1.399052805,-1.682820238,-0.88126369,-0.675982501,-0.29101803,-1.827693488,-1.506081616,-2.574657951,-1.264581174,-2.156257461,-2.357833573,,0.000699301,-29.8970069,0.064917461,,,0.166687466,-0.086492589,-0.656208065,-0.584919577,-0.568736192,0.103615757,-0.772535737,-0.335407052,-1.607589592,-1.332381648,-1.31951339,-0.207788086,-2.386673737,-1.289442262,,0.000666222,-28.19757631,0.055935895,,,,,,
1004,0.359643182,1.634920801,2.554274778,2.108157072,2.241716759,2.145264595,2.180626231,0.968389521,0.32762542,1.503026103,1.485389078,0.885605511,0.853915132,1.807447546,,0.002116871,-5.254237254,-0.016780188,,,1.316859537,2.636432444,3.895890082,2.9222903,3.355800806,3.130144042,2.084072995,0.924000498,0.547729316,1.67672607,2.740533639,1.9423986,0.623498856,2.875838856,,0.002083792,-3.554806669,-0.025761754,,,,,,
1006,-0.901804665,-0.7973679,-0.755790491,-0.363820218,-0.037723787,0.05306439,0.186668529,0.057428978,0.426288559,0.486176629,-0.523296164,-0.204983128,-0.388374567,-0.552768157,,0.000524156,-3.645140727,-0.032660504,,,0.05541169,0.204143743,0.585824814,0.45031301,1.07636026,1.037943836,0.090115292,0.013039955,0.646392455,0.659876596,0.731848397,0.851809961,-0.618790843,0.515623154,,0.000491076,-1.945710142,-0.041642069,,,,,,
1009,0.536577701,0.211845794,-0.225709543,0.370610122,0.603968596,0.483907752,-0.320224329,0.717241319,0.664201928,0.497761485,0.09437708,-0.526890827,0.622066748,-0.132790299,,0.00239386,0.994931142,-0.040832815,,,1.493794056,1.213357437,1.115905762,1.184743349,1.718052643,1.468787199,-0.416777565,0.672852297,0.884305823,0.671461453,1.349521641,0.529902262,0.391650472,0.935601011,,0.002360781,2.694361727,-0.049814381,,,,,,
1010,-0.587911501,-1.000594121,-0.91718673,0.182782621,0.012582804,-0.477668682,-0.457097078,-0.434770285,-0.158498914,-0.807769513,-0.462388068,-0.885607662,-0.526241157,-1.302008086,,0.001183667,-7.415598949,0.012116442,,,0.369304854,0.000917522,0.424428575,0.996915849,1.12666685,0.507210765,-0.553650314,-0.479159307,0.061604981,-0.634069546,0.792756493,0.171185426,-0.756657433,-0.233616775,,0.001150588,-5.716168364,0.003134877,,,,,,
1011,-0.917106884,-1.119249238,-0.691520963,-0.078448797,-0.253142099,-0.723492187,-0.715821497,-1.232266754,-0.841634219,-0.05046679,0.013679406,-1.015355732,-1.818501102,0.146219683,,0.000662625,-23.06664952,0.046646712,,,0.040109471,-0.117737595,0.650094341,0.735684431,0.860941948,0.26138726,-0.812374733,-1.276655776,-0.621530323,0.123233177,1.268823967,0.041437357,-2.048917378,1.214610994,,0.000629545,-21.36721893,0.037665147,,,,,,
1012,1.07571989,0.661717207,1.997451005,1.441339958,1.650796751,1.400327001,0.288705375,0.328447206,1.06429129,1.316147396,-0.000479461,0.099957062,1.233776007,1.288785658,,-0.000758642,-2.474291881,0.007965057,,,2.032936244,1.66322885,3.339066309,2.255473186,2.764880798,2.385206447,0.192152138,0.284058184,1.284395186,1.489847363,1.254665101,1.156750151,1.003359731,2.357176968,,-0.000791721,-0.774861296,-0.001016508,,,,,,
1013,-0.257714709,0.01001438,1.641012898,0.682060098,1.004566129,1.259408243,0.36447418,-0.401291977,0.634771532,1.929770749,0.365940049,-0.050309962,0.030823118,-0.034858207,,-0.000493364,-1.893805583,-0.023445362,,,0.699501645,1.011526023,2.982628203,1.496193326,2.118650176,2.24428769,0.267920944,-0.445680999,0.854875428,2.103470717,1.62108461,1.006483127,-0.199593158,1.033533103,,-0.000526443,-0.194374998,-0.032426927,,,,,,
1015,0.396104946,0.42933272,0.189494563,0.265356361,0.073314604,-0.98934625,-0.793057001,-1.362804817,-0.407051842,-0.567052023,0.185985137,-0.56723362,-0.760347836,1.329706647,,-0.002123579,2.461743275,-0.030217644,,,1.3533213,1.430844363,1.531109868,1.079489588,1.18739865,-0.004466803,-0.889610237,-1.407193839,-0.186947946,-0.393352055,1.441129698,0.489559469,-0.990764112,2.398097958,,-0.002156658,4.16117386,-0.039199209,,,,,,
