Subs,IV,V,VI,Crus-I,Crus-II,VIIb,VIIIa,VIIIb,IX,X,Vermis-VI,Vermis-VIIIa,Vermis-VIIIb,Vermis-IX,,gsr_dm,tsnr_dm,fd_mean_dm,,Subs,IV,V,VI,Crus-I,Crus-II,VIIb,VIIIa,VIIIb,IX,X,Vermis-VI,Vermis-VIIIa,Vermis-VIIIb,Vermis-IX,,gsr_dm,tsnr_dm,fd_mean_dm
1016,0.065955689,0.447537288,0.597048385,0.080858908,-0.205629576,-0.486848561,-0.003239123,0.48650046,-1.673050615,-0.551887907,0.764220198,-0.199771741,-0.798340667,0.45886525,,-0.000531216,-5.43120078,-0.012346379,,,-0.138472413,0.526439829,0.082032895,-0.747745825,-0.924498924,-0.942830273,-0.022108646,-0.210936208,-2.083449653,-0.954111403,0.45123566,-0.61151222,-0.660113468,0.141759817,,-0.000485767,-5.819072869,-0.012170811
1019,-0.828356002,-0.786121295,0.072050857,0.3485452,-0.573196345,-0.862486683,-0.902627528,-0.142261389,-0.864293134,-0.760919206,0.355607404,-0.54436146,-1.569364005,-1.316062111,,-0.000626562,1.558606349,-0.042880289,,,-1.032784104,-0.707218754,-0.442964633,-0.480059533,-1.292065693,-1.318468395,-0.921497051,-0.839698057,-1.274692171,-1.163142702,0.042622865,-0.956101939,-1.431136805,-1.633167544,,-0.000581113,1.17073426,-0.042704721
1021,-1.365995502,-0.857887939,-0.645883712,-0.721289438,-0.133158476,-0.450554392,0.499181895,0.023361323,-0.740818115,-0.3450526,-0.528139291,-1.13574867,-0.328243603,0.037138674,,-0.001014351,-21.30355338,0.025261913,,,-1.570423604,-0.778985398,-1.160899202,-1.549894171,-0.852027823,-0.906536104,0.480312372,-0.674075345,-1.151217152,-0.747276096,-0.841123829,-1.54748915,-0.190016403,-0.279966759,,-0.000968902,-21.69142547,0.025437481
1242,0.925982097,0.557267085,0.372430177,0.410755656,0.703231579,-0.195279655,-0.66886254,0.39695602,1.056658237,-0.142538801,1.347819982,1.466941403,0.953173078,0.520515461,,-0.002924469,-4.020800389,-0.009004891,,,0.721553995,0.636169626,-0.142585313,-0.417849076,-0.015637769,-0.651261367,-0.687732063,-0.300480648,0.6462592,-0.544762297,1.034835444,1.055200924,1.091400278,0.203410027,,-0.002879019,-4.408672479,-0.008829323
1243,0.726839634,0.756586385,0.06789461,0.733606825,0.371167707,1.076990321,1.541983063,0.807372058,0.029468621,2.232078714,0.64748609,0.952238008,0.672313466,0.378710038,,-0.000778281,-2.725504674,-0.007614578,,,0.522411532,0.835488926,-0.44712088,-0.094997908,-0.347701641,0.621008609,1.52311354,0.10993539,-0.380930417,1.829855219,0.334501552,0.540497529,0.810540665,0.061604605,,-0.000732832,-3.113376763,-0.00743901
1244,-0.053530638,-0.098923943,0.967573958,0.587662093,0.350817677,0.385344343,0.154316317,0.248372575,0.231041604,1.227925416,0.031356086,0.96493453,-1.234316548,1.460030088,,-0.000294299,8.529751627,-0.015090017,,,-0.25795874,-0.020021402,0.452558468,-0.24094264,-0.368051671,-0.070637369,0.135446794,-0.449064093,-0.179357434,0.825701921,-0.281628452,0.553194051,-1.096089348,1.142924655,,-0.00024885,8.141879537,-0.014914449
1245,1.073687147,1.882831106,0.890378749,1.228856407,0.762617946,0.565677314,1.076531231,1.1472194,1.210753366,1.350884742,0.629863207,0.378672549,1.612720882,1.337158415,,0.000190421,-2.608860253,-0.012295623,,,0.869259045,1.961733647,0.37536326,0.400251674,0.043748598,0.109695602,1.057661708,0.449782732,0.800354329,0.948661247,0.316878669,-0.03306793,1.750948082,1.020052981,,0.00023587,-2.996732343,-0.012120055
1247,0.069622933,0.924899161,1.235008017,0.253308543,-0.573437091,-0.871344656,-0.203464478,0.470995762,-0.945318008,0.257839343,1.259977795,1.590264972,0.345059429,0.873523878,,-0.000875709,-5.355105199,-0.023757116,,,-0.134805169,1.003801702,0.719992527,-0.575296189,-1.292306439,-1.327326369,-0.222334001,-0.226440906,-1.355717045,-0.144384152,0.946993257,1.178524493,0.483286629,0.556418444,,-0.00083026,-5.742977288,-0.023581548
1248,-0.63785029,0.058341532,0.450915272,0.960716939,-0.252460186,-1.027992064,-0.946242826,0.582874158,0.213335678,0.158594074,-0.521105068,0.586476755,0.677519378,0.479188191,,-0.001314507,22.33910867,-0.010198182,,,-0.842278392,0.137244073,-0.064100218,0.132112206,-0.971329534,-1.483973776,-0.965112349,-0.11456251,-0.19706336,-0.243629422,-0.834089607,0.174736276,0.815746578,0.162082758,,-0.001269058,21.95123658,-0.010022614
1249,-0.5729156,-0.328201251,0.208023675,-0.385930046,-0.369082462,-1.401620616,-0.405985726,0.090808706,0.001038314,-0.396685357,0.068862366,-0.082722389,0.910516725,0.905037737,,-0.000870639,2.009274684,-0.01074197,,,-0.777343702,-0.24929871,-0.306991815,-1.214534779,-1.08795181,-1.857602329,-0.424855249,-0.606627962,-0.409360723,-0.798908853,-0.244122172,-0.494462868,1.048743924,0.587932303,,-0.000825189,1.621402595,-0.010566402
1251,-0.147664577,0.217593514,-0.267754431,-0.107298319,0.357766347,-0.087012057,0.149154249,0.285587199,-1.373672269,0.268166292,0.749425907,0.53149798,0.683229822,0.597711433,,-0.008318314,-15.16571403,0.001121838,,,-0.35209268,0.296496055,-0.78276992,-0.935903051,-0.361103,-0.542993769,0.130284726,-0.411849468,-1.784071306,-0.134057204,0.436441369,0.1197575,0.821457022,0.280605999,,-0.008272864,-15.55358612,0.001297406
1255,1.353797875,0.3482451,-0.252237712,0.628565318,-0.124590521,-0.394457028,-0.03358968,1.246521925,0.396838798,1.49063008,-0.123239892,1.184351601,2.229817759,0.290874207,,-0.003270912,6.381276332,-0.028376024,,,1.149369773,0.427147641,-0.767253202,-0.200039414,-0.843459869,-0.85043874,-0.052459203,0.549085257,-0.013560239,1.088406584,-0.43622443,0.772611122,2.368044958,-0.026231227,,-0.003225463,5.993404243,-0.028200456
1276,-0.087969917,0.238860056,-0.402226523,-0.24087339,-0.112573976,0.087083491,-0.304830675,-0.796405336,0.127702074,-0.503590995,-0.688141848,0.254307282,-1.443604492,0.262119559,,-0.000428288,8.404874049,-0.016375056,,,-0.292398019,0.317762597,-0.917242013,-1.069478122,-0.831443323,-0.368898221,-0.323700198,-1.493842004,-0.282696963,-0.90581449,-1.001126386,-0.157433197,-1.305377293,-0.054985874,,-0.000382839,8.01700196,-0.016199488
1286,-0.368246878,-0.152777792,-0.112593102,0.312884764,0.187581574,0.137835677,-0.455228788,-0.022861056,0.544162405,-0.13258391,-0.368964948,-0.165016391,-0.547749513,-0.195925382,,-0.00045555,3.685536586,0.007208861,,,-0.57267498,-0.073875251,-0.627608592,-0.515719968,-0.531287774,-0.318146035,-0.47409831,-0.720297724,0.133763368,-0.534807405,-0.681949486,-0.57675687,-0.409522314,-0.513030815,,-0.000410101,3.297664496,0.007384429
1294,0.281847512,0.934099328,0.572460218,0.263114456,-0.941214631,-0.867654705,0.486303175,-0.019882689,0.543185441,0.67838266,0.772585041,-0.09640696,1.047518577,0.066170389,,-0.000509682,8.532941066,-0.018995915,,,0.07741941,1.013001869,0.057444728,-0.565490276,-1.660083979,-1.323636418,0.467433652,-0.717319357,0.132786404,0.276159164,0.459600502,-0.508147439,1.185745777,-0.250935044,,-0.000464233,8.145068976,-0.018820347
1300,-1.075301019,-1.139671701,-0.973316898,-0.093876702,-0.141170855,-0.06621291,-0.346715201,-1.153943272,-0.539628627,-0.852592246,0.792683418,-0.199214957,-0.51015481,-0.678851934,,0.000992428,8.694937907,-0.321580513,,,-1.279729121,-1.06076916,-1.488332388,-0.922481435,-0.860040202,-0.522194623,-0.365584723,-1.85137994,-0.950027664,-1.254815742,0.47969888,-0.610955436,-0.37192761,-0.995957367,,0.001037878,8.307065818,-0.321404945
1301,-0.369226369,0.380721872,0.348355824,0.435905295,0.507628805,0.415157867,-0.284016372,0.122067927,0.426397006,-0.963771574,-1.123347734,0.296597856,0.089244739,0.233775132,,-0.001230608,13.83754083,-0.035554861,,,-0.573654471,0.459624413,-0.166659666,-0.392699437,-0.211240543,-0.040823846,-0.302885894,-0.575368741,0.015997969,-1.365995069,-1.436332272,-0.115142624,0.227471939,-0.083330301,,-0.001185159,13.44966874,-0.035379293
1302,1.064266461,0.837652144,0.158056177,0.441086703,0.490816302,0.156600079,0.283902511,0.146904414,0.158180694,0.220244791,-0.578048239,1.189973768,1.695243247,-0.419095364,,0.000154369,3.619641506,0.007847847,,,0.859838358,0.916554685,-0.356959313,-0.38751803,-0.228053046,-0.299381634,0.265032988,-0.550532254,-0.252218343,-0.181978705,-0.891032777,0.778233289,1.833470447,-0.736200797,,0.000199819,3.231769416,0.008023415
1303,0.856277085,0.256153359,0.527964301,0.094322437,0.398498544,1.330196728,1.00655598,0.571737715,0.053814674,0.364294911,0.437722759,1.47829484,1.713675281,-0.244775918,,-0.001127911,3.063798152,-0.009329151,,,0.651848983,0.3350559,0.012948811,-0.734282295,-0.320370804,0.874215016,0.987686457,-0.125698953,-0.356584364,-0.037928585,0.124738221,1.066554361,1.851902481,-0.561881351,,-0.001082462,2.675926063,-0.009153583
3101,-0.815601134,-1.416174487,-2.066379939,-0.943995263,-0.745596166,-0.589974876,-1.469031562,-2.26382082,-1.211090912,-2.157691151,-2.343223769,-1.100010567,-2.499332445,-0.073986547,,0.000301548,-2.988302983,0.011251949,,,-1.020029236,-1.337271946,-2.581395429,-1.772599995,-1.464465513,-1.045956589,-1.487901085,-2.961257488,-1.621489949,-2.559914647,-2.656208307,-1.511751047,-2.361105245,-0.391091981,,0.000346997,-3.376175073,0.011427517
3116,0.315819379,0.498478036,0.537523894,0.209733869,0.962678362,-0.217334294,0.393431062,0.799083989,-0.038442729,1.320542874,1.259183932,0.394005002,0.663215045,1.77595186,,-0.00399205,-22.15276603,0.033020756,,,0.111391277,0.577380577,0.022508404,-0.618870863,0.243809014,-0.673316006,0.374561539,0.101647321,-0.448841767,0.918319379,0.946199394,-0.017735477,0.801442245,1.458846427,,-0.003946601,-22.54063812,0.033196324
3122,-0.597446039,0.203262285,0.246832102,0.241996604,0.015960922,1.150656889,1.1015353,1.120800781,0.373695931,0.468188996,-0.15769707,0.583799139,-0.701195569,-0.573457316,,-0.000198058,3.396092616,-0.036635309,,,-0.801874141,0.282164826,-0.268183388,-0.586608128,-0.702908425,0.694675176,1.082665777,0.423364113,-0.036703107,0.065965501,-0.470681608,0.17205866,-0.56296837,-0.890562749,,-0.000152609,3.008220527,-0.036459741
3125,0.682913636,-0.174943983,-0.032001261,0.43142059,0.436447335,-0.222126763,-0.281463426,0.150889694,-0.628556797,0.397507649,2.21206E-05,0.19374098,0.907279535,1.099093921,,-0.000197339,-4.365507878,-0.002077507,,,0.478485534,-0.096041442,-0.547016751,-0.397184142,-0.282422013,-0.678108475,-0.300332949,-0.546546974,-1.038955834,-0.004715846,-0.312962418,-0.217999499,1.045506734,0.781988487,,-0.00015189,-4.753379968,-0.001901939
3140,-0.757624398,-1.643383313,-0.299514265,0.200129124,-0.191478889,-0.000400668,0.176321212,-0.004552495,0.146041991,-1.620519095,-0.839759318,-0.541416505,-0.490555738,0.3186242,,0.000986817,10.6419346,-0.022658689,,,-0.9620525,-1.564480772,-0.814529755,-0.628475609,-0.910348236,-0.45638238,0.157451689,-0.701989162,-0.264357046,-2.022742591,-1.152743857,-0.953156984,-0.352328538,0.001518767,,0.001032266,10.25406251,-0.022483121
3143,0.625898985,0.663719871,0.293971285,-0.912651959,-1.109133108,-0.300692577,-0.123156267,0.124143351,-0.577620746,-0.918022026,1.213127186,0.077886648,1.025193092,-0.681193443,,-0.003648747,32.01209021,-0.081374289,,,0.421470883,0.742622412,-0.221044205,-1.741256691,-1.828002455,-0.756674289,-0.14202579,-0.573293317,-0.988019783,-1.320245521,0.900142648,-0.333853831,1.163420291,-0.998298876,,-0.003603298,31.62421812,-0.081198721
3152,-1.488548041,-0.442290112,0.320631773,0.527011316,0.206672994,0.272308423,-0.60246914,-0.844120133,-0.296088998,-0.711017684,-0.3007792,-0.669707325,-1.030430489,1.123463989,,-0.002348212,-1.975237645,-0.038602505,,,-1.692976143,-0.363387571,-0.194383717,-0.301593417,-0.512196354,-0.18367329,-0.621338663,-1.541556801,-0.706488035,-1.113241179,-0.613763738,-1.081447804,-0.89220329,0.806358555,,-0.002302762,-2.363109735,-0.038426937
3166,0.391500034,-0.777311127,-0.208608421,0.135425663,-0.178639139,-0.36077798,0.62965627,-0.678786003,-2.472747804,0.241998726,-0.340771774,1.164660924,-1.814561512,0.130755304,,-0.00052365,7.531872951,-0.010090523,,,0.187071932,-0.698408586,-0.723623911,-0.693179069,-0.897508486,-0.816759692,0.610786747,-1.376222671,-2.883146841,-0.160224769,-0.653756312,0.752920445,-1.676334312,-0.186350129,,-0.000478201,7.144000861,-0.009914955
3167,-0.46307155,-1.349562679,-1.085653228,0.816690084,-0.022480669,-0.512705273,-0.74549751,-0.411299563,-0.345829879,-0.714452097,-1.550741623,-0.882202629,-0.306625138,0.504129225,,-0.000425282,-5.242388524,-0.037441499,,,-0.667499652,-1.270660138,-1.600668718,-0.011914649,-0.741350017,-0.968686985,-0.764367033,-1.108736231,-0.756228916,-1.116675593,-1.863726161,-1.293943108,-0.168397938,0.187023792,,-0.000379833,-5.630260613,-0.037265931
3170,0.91434155,0.590460042,-0.332639444,-0.21167911,0.033579914,0.285932986,-0.644796598,-0.551528702,-0.351878102,-0.179373452,0.221547153,0.93964899,-0.226601589,-1.039984983,,-0.000290142,-9.340548314,-0.003706458,,,0.709913448,0.669362583,-0.847654934,-1.040283843,-0.685289434,-0.170048726,-0.663666121,-1.24896537,-0.762277139,-0.581596948,-0.091437386,0.527908511,-0.088374389,-1.357090416,,-0.000244692,-9.728420403,-0.00353089
3173,-0.225727545,0.057269771,-0.17540216,0.125223632,0.734825591,0.435719144,-0.117452221,0.027459956,0.032253883,0.438056424,1.147313399,0.749693725,0.53186608,0.719433447,,-0.000745912,-4.703181065,0.006340243,,,-0.430155647,0.136172312,-0.69041765,-0.703381101,0.015956244,-0.020262568,-0.136321744,-0.669976712,-0.378145154,0.035832929,0.834328861,0.337953245,0.67009328,0.402328014,,-0.000700463,-5.091053155,0.006515811
3176,-0.31974917,-0.175293986,-0.813476401,0.209613288,0.693160953,-0.375693208,-0.111455045,-0.528418339,-0.247442442,-0.169006174,0.091841774,0.109403327,-1.069186922,0.595380813,,-0.001023452,-24.31505851,0.088363772,,,-0.524177272,-0.096391445,-1.328491891,-0.618991444,-0.025708394,-0.83167492,-0.130324568,-1.225855007,-0.657841479,-0.57122967,-0.221142764,-0.302337152,-0.930959723,0.27827538,,-0.000978003,-24.7029306,0.08853934
3189,-0.514013139,0.54745385,0.06342125,-0.125495307,0.132776765,0.835405943,0.839986634,-0.080914164,0.634158413,-0.178674832,0.767097615,1.817417602,0.402400046,4.62608E-05,,-0.000454945,-1.5652217,4.6569E-05,,,-0.718441241,0.626356391,-0.45159424,-0.95410004,-0.586092583,0.37942423,0.821117111,-0.778350832,0.223759376,-0.580898327,0.454113077,1.405677123,0.540627246,-0.317059172,,-0.000409495,-1.95309379,0.000222137
3190,1.136959118,1.207779193,0.972533473,0.407708035,0.860218444,1.12139123,0.297856881,-0.030442866,0.454178715,0.655085818,1.486420636,1.902924949,1.187572455,0.077908113,,-0.000694678,-1.908431284,0.021660944,,,0.932531016,1.286681734,0.457517983,-0.420896698,0.141349096,0.665409518,0.278987358,-0.727879533,0.043779678,0.252862322,1.173436097,1.49118447,1.325799654,-0.239197321,,-0.000649229,-2.296303374,0.021836512
3199,1.089717712,1.700457226,0.538055743,0.534312503,0.370617793,0.612964582,0.740007058,1.363100021,1.094725684,2.164172559,0.760709475,1.456084695,1.709320965,-0.231443339,,-0.001396968,1.531548702,-0.019906644,,,0.88528961,1.779359767,0.023040253,-0.29429223,-0.348251555,0.156982869,0.721137535,0.665663353,0.684326647,1.761949064,0.447724937,1.044344216,1.847548165,-0.548548772,,-0.001351519,1.143676612,-0.019731077
3200,0.66480223,0.679266611,0.265268181,0.135858716,0.41322237,0.395994617,1.10781416,0.523877343,0.662405537,1.213135291,0.538918511,0.635951721,0.613304185,0.130652531,,5.53642E-05,-6.649592198,-0.000203601,,,0.460374128,0.758169152,-0.249747309,-0.692746016,-0.305646978,-0.059987095,1.088944637,-0.173559325,0.2520065,0.810911796,0.225933973,0.224211242,0.751531385,-0.186452902,,0.000100813,-7.037464288,-2.80332E-05
3206,-0.002186981,-0.021774609,-0.388570473,0.107588118,-0.788624077,0.091389433,-0.470634519,-0.677194115,0.304926159,0.164533601,-1.235247355,-1.054714689,-1.178538494,-0.297507287,,0.000946957,-7.028338231,-0.001026977,,,-0.206615083,0.057127932,-0.903585963,-0.721016615,-1.507493425,-0.364592279,-0.489504042,-1.374630783,-0.105472878,-0.237689895,-1.548231893,-1.466455169,-1.040311295,-0.61461272,,0.000992406,-7.41621032,-0.000851409
3210,0.478686479,0.456258303,-0.106053867,0.393464094,0.410489673,-0.411320257,-0.415865376,-0.305854316,0.235536684,2.059471303,0.141888553,0.388803001,0.134464167,-0.26893121,,0.00154595,-22.92955665,1.551980647,,,0.274258377,0.535160844,-0.621069357,-0.435140639,-0.308379675,-0.867301969,-0.434734899,-1.003290984,-0.174862354,1.657247808,-0.171095986,-0.022937478,0.272691367,-0.586036643,,0.001591399,-23.31742873,1.552156215
3212,0.204428102,-0.078902541,0.51501549,0.828604732,0.718869348,0.455981712,0.018869523,0.697436668,0.410399037,0.402223496,0.312984538,0.411740479,-0.1382272,0.317105433,,-0.001545159,-9.052744664,0.00942134,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.00149971,-9.440616754,0.009596908
3218,-0.823152323,-0.394826933,0.012045219,-0.048894103,1.135537347,-0.576417237,-1.266451089,-1.957497588,0.183988399,-2.90457737,-0.191549098,-0.215396602,0.43653542,1.822254357,,0.03456669,31.549638,-0.709202809,,,-1.027580425,-0.315924392,-0.502970271,-0.877498835,0.416668,-1.032398949,-1.285320612,-2.654934256,-0.226410638,-3.306800866,-0.504533636,-0.627137081,0.57476262,1.505148923,,0.034612139,31.16176591,-0.709027241
3220,-0.487276308,-0.306861249,-1.023794996,-1.125953305,-0.98035561,-1.187184606,-0.302019202,-0.727610376,-0.637061489,-0.492036789,-1.59465723,-0.894666926,-0.654775331,-0.289842168,,0.000334355,12.96323129,-0.023097362,,,-0.69170441,-0.227958708,-1.538810486,-1.954558037,-1.699224958,-1.643166318,-0.320888725,-1.425047044,-1.047460526,-0.894260285,-1.907641769,-1.306407405,-0.516548131,-0.606947601,,0.000379804,12.5753592,-0.022921794
3223,-0.52643106,-0.613850087,0.205575563,-0.274180083,0.038532883,-0.474275343,-0.572463251,-0.610809924,0.830343168,0.081610143,-1.486934366,-0.183413205,0.745794634,0.369654047,,0.005521568,-8.039051808,0.121361098,,,-0.730859162,-0.534947546,-0.309439926,-1.102784816,-0.680336465,-0.930257056,-0.591332774,-1.308246592,0.419944131,-0.320613353,-1.799918904,-0.595153685,0.884021833,0.052548613,,0.005567018,-8.426923898,0.121536666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.002776129,0.103412652,0.064845782,0.164377739,0.07353542,0.030142599,0.065083481,0.070145249,-0.078744596,0.110558148,-0.013837632,0.245423652,0.079325441,0.163006759,,-4.54493E-05,0.38787209,-0.000175568,,,-0.201651973,0.182315194,-0.450169708,-0.664226993,-0.645333928,-0.425839113,0.046213958,-0.627291418,-0.489143633,-0.291665348,-0.32682217,-0.166316827,0.21755264,-0.154098674,,6.80284E-19,3.48305E-16,0
