Subs,IV,V,VI,Crus-I,Crus-II,VIIb,VIIIa,VIIIb,IX,X,Vermis-VI,Vermis-VIIIa,Vermis-VIIIb,Vermis-IX,,gsr_dm,tsnr_dm,fd_mean_dm,,Subs,IV,V,VI,Crus-I,Crus-II,VIIb,VIIIa,VIIIb,IX,X,Vermis-VI,Vermis-VIIIa,Vermis-VIIIb,Vermis-IX,,gsr_dm,tsnr_dm,fd_mean_dm,,,,gsr_dm,tsnr_dm,fd_mean_dm
1001,-0.271881786,0.315763339,0.231338341,0.211728345,-0.364724427,-0.313794884,0.1307343,-0.062324131,-0.596396593,0.818566589,-0.474286734,0.108263116,0.187448437,0.23670446,,0.000610392,-21.78239461,0.110458052,,,-0.95103636,-0.321039887,-0.160098242,0.021796848,-0.360173997,-0.74928209,-0.479525979,-0.467712127,-0.823255983,0.60316911,-0.773819137,-0.470826446,0.02366893,-0.704674134,,0.000657301,-21.92878034,0.115828833,,,,,,
1003,0.536370772,0.54527751,1.350127931,0.959551588,1.643478254,0.799214732,0.77990187,0.296825537,0.599303247,0.316304467,1.234002403,0.93525275,1.114619478,2.231341237,,-0.002216488,10.07193834,0.054962601,,,-0.142783801,-0.091525716,0.958691348,0.769620091,1.648028683,0.363727526,0.169641591,-0.108562459,0.372443857,0.100906988,0.934469999,0.356163188,0.95083997,1.289962643,,-0.002169579,9.925552607,0.060333382,,,,,,
1004,-0.372456309,-1.664565704,-2.547518363,-1.824083911,-1.32822397,-1.686575559,-2.141957452,-1.184106082,-0.263583701,-0.587843886,-1.308334215,-0.02123403,-0.125396362,-0.615903274,,0.000367356,-12.4361084,0.009959235,,,-1.051610882,-2.30136893,-2.938954946,-2.014015408,-1.32367354,-2.122062765,-2.75221773,-1.589494078,-0.490443091,-0.803241365,-1.607866619,-0.600323592,-0.289175869,-1.557281869,,0.000414265,-12.58249413,0.015330017,,,,,,
1006,0.082554242,-0.297151413,-0.22920318,0.336839555,0.074061163,-0.549647357,-1.040778187,-0.327569397,0.081885847,-0.471024143,-0.624316284,0.263087646,0.890640315,1.224333966,,0.000694718,2.895201875,0.000905276,,,-0.596600332,-0.933954639,-0.620639762,0.146908058,0.078611593,-0.985134563,-1.651038466,-0.732957393,-0.144973544,-0.686421622,-0.923848688,-0.316001915,0.726860808,0.282955372,,0.000741627,2.748816139,0.006276057,,,,,,
1009,0.170610349,0.206671821,0.469373166,0.186307212,-0.338353352,-0.437660765,-0.207773929,-0.893583646,0.189678067,-0.808989769,0.186115937,0.520387617,-0.594462015,1.032914295,,0.001067098,-17.55219726,0.03356877,,,-0.508544224,-0.430131405,0.077936584,-0.003624285,-0.333802922,-0.873147971,-0.818034207,-1.298971641,-0.037181324,-1.024387248,-0.113416467,-0.058701944,-0.758241523,0.091535701,,0.001114007,-17.698583,0.038939551,,,,,,
1010,-0.765963416,-0.184705984,-0.18906498,-0.088337152,-0.221938,-0.14799285,0.224700276,0.240960252,-0.343485855,0.656307762,0.27699669,-0.118898184,0.091629724,0.071023254,,-0.003932543,-14.57484512,0.108852339,,,-1.445117989,-0.82150921,-0.580501563,-0.278268649,-0.21738757,-0.583480056,-0.385560002,-0.164427744,-0.570345246,0.440910283,-0.022535714,-0.697987746,-0.072149784,-0.870355341,,-0.003885634,-14.72123086,0.11422312,,,,,,
1011,0.331081352,0.276845785,-0.106191982,-0.495314471,-0.431736796,-0.815812071,0.143267606,0.396628881,-0.290016391,-1.586658915,-1.100203072,0.384527817,1.151722315,-0.661323144,,0.001785023,0.878691865,0.084477844,,,-0.348073222,-0.359957441,-0.497628564,-0.685245968,-0.427186366,-1.251299277,-0.466992673,-0.008759115,-0.516875782,-1.802056394,-1.399735475,-0.194561745,0.987942807,-1.602701739,,0.001831932,0.732306129,0.089848625,,,,,,
1012,0.439328303,0.262435873,0.404605432,0.757417895,0.703326209,-0.015399021,-0.004450784,-0.796266913,0.358426697,0.760728465,0.084709804,1.135287652,0.404044152,1.299197781,,-0.000179412,-3.16748886,-0.004611647,,,-0.23982627,-0.374367353,0.01316885,0.567486398,0.707876639,-0.450886228,-0.614711063,-1.201654909,0.131567306,0.545330987,-0.2148226,0.55619809,0.240264644,0.357819186,,-0.000132502,-3.313874596,0.000759134,,,,,,
1013,0.26621802,-0.070578092,-0.575078424,0.012031533,-0.201546956,-0.107353393,-0.352024733,-0.06190083,-0.125685317,-0.259815115,0.607174558,0.193098141,-0.209807342,0.865690607,,0.000313002,4.102873994,-0.006659525,,,-0.412936553,-0.707381318,-0.966515007,-0.177899964,-0.196996526,-0.542840599,-0.962285012,-0.467288825,-0.352544708,-0.475212594,0.307642155,-0.38599142,-0.373586849,-0.075687987,,0.000359911,3.956488258,-0.001288744,,,,,,
1015,-0.402602268,-0.011465577,0.657508284,0.133622919,0.875565593,0.935932999,0.375017002,0.383816163,0.779681461,0.085581789,0.831513832,1.177833688,1.247046692,0.025929325,,9.14478E-05,-0.963639068,-0.015378361,,,-1.081756842,-0.648268803,0.266071701,-0.056308578,0.880116023,0.500445793,-0.235243277,-0.021571832,0.55282207,-0.12981569,0.531981429,0.598744127,1.083267185,-0.915449269,,0.000138357,-1.110024804,-0.01000758,,,,,,
1016,0.337329862,0.325024974,0.488672976,0.390161423,0.143411951,-0.021829747,-0.183734241,0.632423583,0.966698382,0.78062828,-0.408402397,0.582298839,0.081740708,0.12797325,,-0.002719348,17.40523453,-0.004133792,,,-0.341824712,-0.311778252,0.097236393,0.200229926,0.147962381,-0.457316953,-0.79399452,0.227035588,0.739838991,0.565230801,-0.707934801,0.003209277,-0.0820388,-0.813405344,,-0.002672439,17.25884879,0.001236989,,,,,,
1019,1.608185429,1.419107674,1.255573607,0.450255647,0.585825202,1.341740002,1.14511448,0.924994148,0.935610933,0.335654995,-0.337822674,1.532747771,1.99437021,2.024324996,,4.52053E-05,-22.82773285,0.047295706,,,0.929030856,0.782304448,0.864137025,0.26032415,0.590375632,0.906252795,0.534854201,0.519606152,0.708751542,0.120257516,-0.637355078,0.953658209,1.830590702,1.082946402,,9.21146E-05,-22.97411858,0.052666487,,,,,,
1021,0.02851971,0.164200042,0.392907462,0.667841891,0.174297991,-0.179198742,-0.059595293,0.243383568,0.572727422,-0.198985688,0.508059831,0.673390184,-0.125978404,1.242754757,,6.08874E-05,13.23976822,-0.022254748,,,-0.650634863,-0.472603184,0.00147088,0.477910394,0.178848421,-0.614685948,-0.669855571,-0.162004428,0.345868031,-0.414383167,0.208527428,0.094300622,-0.289757912,0.301376163,,0.000107797,13.09338248,-0.016883967,,,,,,
1242,-0.56412799,-0.221266522,-0.393026088,-0.595486026,0.408715776,0.260715846,1.149031085,0.527619217,-1.048079822,0.082333315,-0.543794571,-0.512359167,-0.644692496,-0.206218473,,-0.000785615,30.0621521,-0.020307034,,,-1.243282563,-0.858069748,-0.784462671,-0.785417523,0.413266205,-0.174771361,0.538770806,0.122231221,-1.274939213,-0.133064164,-0.843326974,-1.091448728,-0.808472003,-1.147597067,,-0.000738705,29.91576636,-0.014936253,,,,,,
1243,-0.148685804,-0.065017478,-0.067280957,-0.995645812,-0.45212227,-0.480602927,-0.511598431,-0.23747275,0.379492531,-0.30025251,0.001942823,-0.552303255,0.362837114,0.268888993,,0.000111957,10.41379471,0.011724732,,,-0.827840377,-0.701820704,-0.458717539,-1.185577309,-0.447571841,-0.916090133,-1.12185871,-0.642860746,0.152633141,-0.515649989,-0.297589581,-1.131392816,0.199057606,-0.672489601,,0.000158867,10.26740897,0.017095513,,,,,,
1244,0.11597387,-0.632046269,-0.818451591,-1.170185238,-0.1381978,-0.394196282,-0.461751173,-0.845543213,-0.789575625,-1.88808501,-1.395956331,-0.079673419,-0.152982519,-1.879333388,,0.000918218,7.714316457,-0.013750809,,,-0.563180703,-1.268849495,-1.209888173,-1.360116735,-0.13364737,-0.829683488,-1.072011452,-1.250931209,-1.016435016,-2.103482489,-1.695488734,-0.658762981,-0.316762027,-2.820711982,,0.000965128,7.567930721,-0.008380027,,,,,,
1248,0.787334815,0.793847133,0.811737281,-0.116996069,0.010077622,0.976547663,0.767055099,-0.17485748,-0.208970858,0.755094453,1.320940081,0.949192703,0.311175069,1.191050805,,0.000239282,-19.82148694,0.018422899,,,0.108180241,0.157043907,0.420300699,-0.306927566,0.014628052,0.541060457,0.156794821,-0.580245476,-0.435830248,0.539696974,1.021407677,0.370103142,0.147395562,0.249672211,,0.000286191,-19.96787267,0.02379368,,,,,,
1249,0.360765272,-0.050422558,-0.166814968,0.414788423,0.39969791,0.513539594,-0.068084347,0.254609557,-0.238324573,1.217989906,-0.236061638,0.648378342,1.122808478,1.639104542,,-0.003861726,33.22581978,-0.129336891,,,-0.318389302,-0.687225784,-0.55825155,0.224856926,0.40424834,0.078052388,-0.678344625,-0.150778439,-0.465183963,1.002592427,-0.535594042,0.06928878,0.95902897,0.697725947,,-0.003814817,33.07943404,-0.12396611,,,,,,
1251,-0.287873457,-0.124677345,0.169989672,-0.426215385,-0.608400456,0.251401509,0.585590284,0.097231605,-0.340849236,-0.201342128,-0.345609123,-0.198919898,0.136733041,-0.523302751,,0.010449337,8.436767735,0.004203223,,,-0.967028031,-0.761480571,-0.22144691,-0.616146882,-0.603850026,-0.184085698,-0.024669994,-0.308156391,-0.567708627,-0.416739607,-0.645141527,-0.778009459,-0.027046467,-1.464681345,,0.010496246,8.290381998,0.009574004,,,,,,
