INPUT : doors-mid/left/doors-mid_output_dat_tstat_fwep_c3.csv
0.9990
0.9994
1.0000
0.9450
1.0000
1.0000
0.9948
0.7877
1.0000
0.9982
1.0000
0.9983
0.9990
INPUT : sr-mid/left/sr-mid_output_dat_tstat_fwep_c3.csv
1.0000
0.9979
0.9938
0.9947
0.9572
0.9976
0.8903
0.3138
0.9880
0.4804
1.0000
0.9694
0.9877
1.0000
INPUT : sr-mid/left/sr-mid_output_dat_tstat_fwep_c4.csv
0.2493
0.7014
0.8131
0.7868
0.9533
0.7207
0.9814
1.0000
0.8721
0.9999
0.3076
0.9337
0.8754
0.4511
INPUT : sr-mid/right/sr-mid_output_dat_tstat_fwep_c3.csv
0.9451
0.9742
0.9148
0.8266
0.9211
0.4445
0.4302
0.3548
0.9640
0.9653
0.9410
0.7835
0.8985
0.9931
INPUT : sr-mid/right/sr-mid_output_dat_tstat_fwep_c4.csv
0.9175
0.8530
0.9459
0.9792
0.9421
0.9997
0.9997
0.9998
0.8818
0.8799
0.9237
0.9856
0.9565
0.7194
INPUT : ugdg-mid/left/ugdg-mid_output_dat_tstat_fwep_c3.csv
0.9749
0.9757
0.8886
0.1567
0.6898
0.9987
0.9996
0.9906
0.8864
0.9921
0.9856
0.8691
0.6471
0.9483
INPUT : ugdg-mid/left/ugdg-mid_output_dat_tstat_fwep_c4.csv
0.9529
0.9505
0.9950
1.0000
0.9998
0.6915
0.5816
0.8920
0.9950
0.8811
0.9228
0.9969
0.9998
0.9830
INPUT : ugdg-mid/right/ugdg-mid_output_dat_tstat_fwep_c3.csv
0.9970
0.7641
0.9703
0.8298
0.9090
0.9854
0.8138
1.0000
0.9998
0.9927
1.0000
1.0000
0.9998
0.9559
INPUT : ugdg-mid/right/ugdg-mid_output_dat_tstat_fwep_c4.csv
0.9663
1.0000
0.9939
0.9998
0.9993
0.9883
0.9999
0.6951
0.8935
0.9806
0.8377
0.7370
0.9276
0.9964
INPUT : ugdg-sr/left/ugdg-sr_output_dat_tstat_fwep_c3.csv
0.9996
0.9999
0.9555
0.5498
0.8157
0.9865
1.0000
0.9974
0.9994
0.9873
0.9986
0.7416
0.7655
1.0000
INPUT : ugdg-sr/left/ugdg-sr_output_dat_tstat_fwep_c4.csv
0.7745
0.7013
0.9870
1.0000
0.9994
0.9581
0.6919
0.9004
0.8138
0.9553
0.8642
0.9997
0.9997
0.1780
INPUT : ugdg-sr/right/ugdg-sr_output_dat_tstat_fwep_c3.csv
0.9611
0.8056
0.8896
0.9257
0.9138
0.7655
0.4880
0.9445
0.9953
0.9714
0.9624
0.7799
0.4923
0.7841
INPUT : ugdg-sr/right/ugdg-sr_output_dat_tstat_fwep_c4.csv
0.9763
0.9983
0.9943
0.9893
0.9910
0.9988
1.0000
0.9833
0.8831
0.9661
0.9754
0.9987
1.0000
0.9986
