INPUT : doors-mid/left/doors-mid_output_dat_tstat_fwep_c3.csv
0.9995
1.0000
0.9984
0.9865
0.9758
0.9922
0.9955
0.9832
0.9419
0.9889
0.9830
0.9977
0.9760
0.9806
INPUT : doors-mid/left/doors-mid_output_dat_tstat_fwep_c4.csv
0.1442
0.1135
0.1821
0.5068
0.8317
0.3497
0.2617
0.6450
0.9559
0.4355
0.6605
0.2137
0.8264
0.7438
INPUT : doors-mid/right/doors-mid_output_dat_tstat_fwep_c3.csv
1.0000
1.0000
1.0000
1.0000
0.9976
0.9993
0.9998
1.0000
0.9996
0.9811
0.9920
0.9998
0.9998
1.0000
INPUT : doors-mid/right/doors-mid_output_dat_tstat_fwep_c4.csv
0.0823
0.1644
0.0924
0.0720
0.4218
0.3097
0.1928
0.1100
0.2463
0.7325
0.5400
0.1919
0.2123
0.1351
INPUT : doors-social/left/doors-social_output_dat_tstat_fwep_c3.csv
1.0000
1.0000
1.0000
1.0000
0.3365
1.0000
1.0000
1.0000
0.9988
1.0000
1.0000
1.0000
0.6415
0.2633
INPUT : doors-social/left/doors-social_output_dat_tstat_fwep_c4.csv
0.0196
0.0067
0.3439
0.6891
1.0000
0.4062
0.0085
0.0755
0.8594
0.0278
0.3060
0.6159
1.0000
1.0000
INPUT : doors-social/right/doors-social_output_dat_tstat_fwep_c3.csv
1.0000
0.9883
0.9573
0.8753
0.1297
0.9984
1.0000
1.0000
0.9933
1.0000
0.9145
0.9921
0.9742
0.9828
INPUT : doors-social/right/doors-social_output_dat_tstat_fwep_c4.csv
0.1614
0.7709
0.9274
0.9856
1.0000
0.5254
0.1862
0.0875
0.6759
0.2025
0.9680
0.7064
0.8833
0.8333
INPUT : doors-sr/left/doors-sr_output_dat_tstat_fwep_c3.csv
1.0000
1.0000
1.0000
0.9931
0.9805
0.9982
0.9877
0.9813
0.9635
0.9753
1.0000
0.9994
0.9813
0.9885
INPUT : doors-sr/left/doors-sr_output_dat_tstat_fwep_c4.csv
0.1123
0.1285
0.1426
0.4435
0.6917
0.2791
0.5647
0.6649
0.8988
0.7745
0.1717
0.2207
0.6649
0.5513
INPUT : doors-sr/right/doors-sr_output_dat_tstat_fwep_c3.csv
1.0000
0.9999
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
1.0000
0.9933
1.0000
1.0000
1.0000
1.0000
INPUT : doors-sr/right/doors-sr_output_dat_tstat_fwep_c4.csv
0.1135
0.3092
0.2879
0.1923
0.1371
0.1200
0.2736
0.1143
0.1012
0.6986
0.2330
0.0678
0.0470
0.0279
INPUT : doors-ugdg/left/doors-ugdg_output_dat_tstat_fwep_c3.csv
0.9997
1.0000
0.9986
0.1104
0.2626
0.9772
0.9981
0.9989
0.7092
0.9981
1.0000
0.7098
0.3432
0.9682
INPUT : doors-ugdg/left/doors-ugdg_output_dat_tstat_fwep_c4.csv
0.8326
0.6983
0.8774
0.9997
0.9893
0.9267
0.8866
0.8721
0.9748
0.8866
0.5281
0.9748
0.9846
0.9331
INPUT : doors-ugdg/right/doors-ugdg_output_dat_tstat_fwep_c3.csv
0.9989
0.9962
0.9211
0.3455
0.6816
0.8849
0.9116
1.0000
0.8615
0.9999
0.9995
0.8429
0.7029
0.6447
INPUT : doors-ugdg/right/doors-ugdg_output_dat_tstat_fwep_c4.csv
0.7728
0.8204
0.9365
0.9957
0.9766
0.9505
0.9405
0.4063
0.9571
0.6624
0.7293
0.9619
0.9759
0.9779
INPUT : social-mid/left/social-mid_output_dat_tstat_fwep_c3.csv
0.9608
0.9722
0.7183
0.9056
0.9405
0.9896
0.9293
0.9523
0.9558
0.9166
0.9823
0.9927
0.9482
0.9090
INPUT : social-mid/left/social-mid_output_dat_tstat_fwep_c4.csv
0.9557
0.9403
0.9986
0.9868
0.9730
0.8697
0.9782
0.9655
0.9621
0.9828
0.9112
0.8359
0.9674
0.9861
INPUT : social-mid/right/social-mid_output_dat_tstat_fwep_c3.csv
0.8824
0.9296
0.9787
0.9996
0.9986
0.9996
0.9981
0.9999
0.9973
0.9933
0.9316
0.9525
0.9189
0.9723
INPUT : social-mid/right/social-mid_output_dat_tstat_fwep_c4.csv
0.9769
0.9537
0.8747
0.4555
0.5643
0.4577
0.5988
0.2882
0.6501
0.7579
0.9517
0.9318
0.9617
0.8958
INPUT : social-sr/left/social-sr_output_dat_tstat_fwep_c3.csv
0.8917
0.9129
0.9855
0.9949
0.9969
0.9638
0.6397
0.5103
0.9975
0.8233
1.0000
0.9997
1.0000
1.0000
INPUT : social-sr/left/social-sr_output_dat_tstat_fwep_c4.csv
0.9616
0.9516
0.8306
0.7489
0.7162
0.8981
0.9966
0.9991
0.7069
0.9793
0.3951
0.5169
0.1166
0.3690
INPUT : social-sr/right/social-sr_output_dat_tstat_fwep_c3.csv
0.9036
0.8600
0.9759
1.0000
1.0000
0.9892
0.9273
0.9896
0.9999
0.9931
0.9980
1.0000
0.9974
1.0000
INPUT : social-sr/right/social-sr_output_dat_tstat_fwep_c4.csv
0.9708
0.9854
0.8544
0.1929
0.1172
0.7513
0.9566
0.7382
0.3191
0.6825
0.5206
0.2503
0.5544
0.1855
INPUT : social-ugdg/left/social-ugdg_output_dat_tstat_fwep_c3.csv
0.7131
0.8526
0.8901
0.1166
0.1049
0.6227
0.8284
0.5279
0.8431
0.9288
0.9075
0.4143
0.1344
0.9922
INPUT : social-ugdg/left/social-ugdg_output_dat_tstat_fwep_c4.csv
0.9997
0.9990
0.9979
1.0000
1.0000
0.9999
0.9991
1.0000
0.9990
0.9944
0.9973
1.0000
1.0000
0.8053
INPUT : social-ugdg/right/social-ugdg_output_dat_tstat_fwep_c3.csv
0.8512
0.8324
0.7972
0.5080
0.9937
0.4007
0.2007
0.9357
0.9999
0.6624
0.8743
0.4641
0.8710
0.8299
INPUT : social-ugdg/right/social-ugdg_output_dat_tstat_fwep_c4.csv
0.9987
