key:,,LEFT HEMISPHERE, ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
c1 = pos,,,IV, V, VI, Crus_I, Crus_II, VIIb, VIIIa, VIIIb, IX, X, Vermis_VI, Vermis_VIIIa, Vermis_VIIIb, Vermis_IX
c2 = neg,,_dat_tstat_c1.csv,-0.1387,1.2982,0.5782,-0.11,-1.2922,0.5046,0.9722,0.915,0.2695,1.111,-0.2307,0.3103,-1.413,0.7352
c3 = gsr+,,_dat_tstat_uncp_c1.csv,0.5635,0.0975,0.2719,0.54,0.8966,0.3061,0.1685,0.1886,0.3944,0.1405,0.5711,0.37,0.9101,0.2203
c4 = gsr-,,_dat_tstat_fwep_c1.csv,0.9591,0.4734,0.7929,0.9557,0.9995,0.8201,0.6326,0.6547,0.8889,0.5649,0.9702,0.8805,0.9996,0.7319
,,_dat_tstat_cfwep_c1.csv,1,0.9761,1,1,1,1,0.9995,0.9997,1,0.9957,1,1,1,1
,,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,,
,,,IV, V, VI, Crus_I, Crus_II, VIIb, VIIIa, VIIIb, IX, X, Vermis_VI, Vermis_VIIIa, Vermis_VIIIb, Vermis_IX
,,_dat_tstat_c2.csv,0.1387,-1.2982,-0.5782,0.11,1.2922,-0.5046,-0.9722,-0.915,-0.2695,-1.111,0.2307,-0.3103,1.413,-0.7352
,,_dat_tstat_uncp_c2.csv,0.4366,0.9026,0.7282,0.4601,0.1035,0.694,0.8316,0.8115,0.6057,0.8596,0.429,0.6301,0.09,0.7798
,,_dat_tstat_fwep_c2.csv,0.9238,0.9995,0.9915,0.9292,0.4906,0.9887,0.998,0.9975,0.9773,0.9987,0.9032,0.9809,0.4291,0.9948
,,_dat_tstat_cfwep_c2.csv,1,1,1,1,0.9774,1,1,1,1,1,1,1,0.95,1
,,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,,
,,,IV, V, VI, Crus_I, Crus_II, VIIb, VIIIa, VIIIb, IX, X, Vermis_VI, Vermis_VIIIa, Vermis_VIIIb, Vermis_IX
,,_dat_tstat_c3.csv,1.4506,0.3383,-0.2028,-0.9812,0.1927,-0.742,0.0874,0.623,-0.1194,-1.4174,0.7661,-0.0824,0.1749,-0.1437
,,_dat_tstat_uncp_c3.csv,0.0756,0.3667,0.5877,0.8372,0.4321,0.7781,0.4725,0.2719,0.5562,0.9229,0.2271,0.538,0.435,0.5544
,,_dat_tstat_fwep_c3.csv,0.4097,0.8876,0.9733,0.9975,0.9206,0.9951,0.9394,0.7936,0.9661,0.9997,0.7355,0.9625,0.9236,0.9684
,,_dat_tstat_cfwep_c3.csv,0.9376,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,,
,,,IV, V, VI, Crus_I, Crus_II, VIIb, VIIIa, VIIIb, IX, X, Vermis_VI, Vermis_VIIIa, Vermis_VIIIb, Vermis_IX
,,_dat_tstat_c4.csv,-1.4506,-0.3383,0.2028,0.9812,-0.1927,0.742,-0.0874,-0.623,0.1194,1.4174,-0.7661,0.0824,-0.1749,0.1437
,,_dat_tstat_uncp_c4.csv,0.9245,0.6334,0.4124,0.1629,0.568,0.222,0.5276,0.7282,0.4439,0.0772,0.773,0.4621,0.5651,0.4457
,,_dat_tstat_fwep_c4.csv,0.9997,0.9819,0.9117,0.6225,0.9695,0.7336,0.9573,0.9935,0.9274,0.4123,0.9958,0.9331,0.9679,0.9221
,,_dat_tstat_cfwep_c4.csv,1,1,1,0.9993,1,1,1,1,1,0.9487,1,1,1,1
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,RIGHT HEMISPHERE,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,IV, V, VI, Crus_I, Crus_II, VIIb, VIIIa, VIIIb, IX, X, Vermis_VI, Vermis_VIIIa, Vermis_VIIIb, Vermis_IX
,,_dat_tstat_c1.csv,-1.0572,-0.9959,-1.2981,-2.0291,-1.6076,-2.2417,-3.0385,-2.3625,-2.2193,-0.611,-0.6577,-2.1961,-0.7927,-0.3449
,,_dat_tstat_uncp_c1.csv,0.8449,0.8368,0.8924,0.9756,0.9354,0.9832,0.9979,0.9882,0.9817,0.7168,0.7425,0.9795,0.7979,0.6317
,,_dat_tstat_fwep_c1.csv,0.9989,0.9983,0.999,1,1,1,1,1,1,0.9907,0.9921,1,0.9951,0.9812
,,_dat_tstat_cfwep_c1.csv,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,,
,,,IV, V, VI, Crus_I, Crus_II, VIIb, VIIIa, VIIIb, IX, X, Vermis_VI, Vermis_VIIIa, Vermis_VIIIb, Vermis_IX
,,_dat_tstat_c2.csv,1.0572,0.9959,1.2981,2.0291,1.6076,2.2417,3.0385,2.3625,2.2193,0.611,0.6577,2.1961,0.7927,0.3449
,,_dat_tstat_uncp_c2.csv,0.1552,0.1633,0.1077,0.0245*,0.0647,0.0169*,0.0022*,0.0119*,0.0184*,0.2833,0.2576,0.0206*,0.2022,0.3684
,,_dat_tstat_fwep_c2.csv,0.5988,0.6265,0.4784,0.1745,0.3365,0.1138,0.0231*,0.0921,0.1197,0.7953,0.7765,0.1242,0.7172,0.8778
,,_dat_tstat_cfwep_c2.csv,0.9985,0.9992,0.9793,0.5799,0.871,0.4211,0.0835,0.3443,0.437,1,1,0.4527,1,1
,,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,,
,,,IV, V, VI, Crus_I, Crus_II, VIIb, VIIIa, VIIIb, IX, X, Vermis_VI, Vermis_VIIIa, Vermis_VIIIb, Vermis_IX
,,_dat_tstat_c3.csv,-0.5447,-1.1355,-1.4689,-0.8298,-0.1363,0.8918,0.4283,0.661,-0.0753,-0.4206,-0.0975,-1.2644,-2.4693,-2.086
,,_dat_tstat_uncp_c3.csv,0.7085,0.869,0.9267,0.7928,0.5427,0.1915,0.3401,0.2629,0.5273,0.6614,0.5435,0.8903,0.993,0.9796
,,_dat_tstat_fwep_c3.csv,0.9938,0.9996,1,0.9982,0.972,0.6859,0.8675,0.7883,0.9659,0.9896,0.9679,0.9997,1,1
,,_dat_tstat_cfwep_c3.csv,1,1,1,1,1,0.9999,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,,
,,,IV, V, VI, Crus_I, Crus_II, VIIb, VIIIa, VIIIb, IX, X, Vermis_VI, Vermis_VIIIa, Vermis_VIIIb, Vermis_IX
,,_dat_tstat_c4.csv,0.5447,1.1355,1.4689,0.8298,0.1363,-0.8918,-0.4283,-0.661,0.0753,0.4206,0.0975,1.2644,2.4693,2.086
,,_dat_tstat_uncp_c4.csv,0.2916,0.1311,0.0734,0.2073,0.4574,0.8086,0.66,0.7372,0.4728,0.3387,0.4566,0.1098,0.0071,0.0205
,,_dat_tstat_fwep_c4.csv,0.8326,0.5778,0.4058,0.7196,0.9334,0.9985,0.9894,0.9959,0.9447,0.8712,0.9407,0.5101,0.0765,0.1618
,,_dat_tstat_cfwep_c4.csv,1,0.9953,0.9318,0.9999,1,1,1,1,1,1,1,0.9845,0.2834,0.5348
