Cluster Index	Z	x	y	z	
28	5.65	32.5	-75.5	47.5
28	5.65	38.5	-0.5	20.5
28	5.4	29.5	-72.5	41.5
28	5.32	47.5	-12.5	29.5
28	5.29	59.5	5.5	32.5
28	5.27	47.5	-36.5	53.5
27	7.65	-18.5	8.5	-9.5
27	7.2	8.5	11.5	-3.5
27	7.11	-24.5	-18.5	-15.5
27	6.98	17.5	8.5	-9.5
27	6.9	-12.5	17.5	-3.5
27	6.04	-9.5	20.5	2.5
26	5.04	-30.5	-30.5	65.5
26	4.89	-39.5	-75.5	44.5
26	4.88	-33.5	-54.5	65.5
26	4.84	-36.5	-42.5	53.5
26	4.84	-33.5	-39.5	59.5
26	4.55	-33.5	-69.5	56.5
25	5.97	-15.5	35.5	41.5
25	5.62	-21.5	14.5	56.5
25	5.48	-27.5	17.5	41.5
25	5.07	-21.5	26.5	44.5
25	4.72	-18.5	26.5	35.5
25	4.66	-27.5	20.5	56.5
24	5.43	41.5	-75.5	-39.5
24	5.18	11.5	-87.5	-33.5
24	5.14	38.5	-63.5	-36.5
24	5.12	47.5	-57.5	-42.5
24	4.73	11.5	-87.5	-39.5
24	4.48	32.5	-81.5	-45.5
23	5.44	53.5	-33.5	-12.5
23	5.35	56.5	-45.5	-21.5
23	5.28	62.5	-36.5	-12.5
23	5.13	62.5	-3.5	-18.5
23	4.77	62.5	-21.5	-27.5
23	4.66	53.5	-39.5	-21.5
22	5.57	17.5	35.5	53.5
22	5.12	29.5	26.5	53.5
22	4.75	23.5	41.5	41.5
22	4.58	32.5	29.5	44.5
22	4.53	20.5	26.5	44.5
22	4.45	29.5	17.5	53.5
21	6.31	-45.5	-72.5	-33.5
21	6.09	-36.5	-81.5	-36.5
21	5.84	-33.5	-81.5	-45.5
21	5.39	-27.5	-84.5	-48.5
21	5.34	-39.5	-75.5	-48.5
21	4.6	-18.5	-84.5	-45.5
20	4.52	-57.5	-9.5	41.5
20	4.46	-63.5	-18.5	20.5
20	4.3	-45.5	-6.5	32.5
20	4.25	-60.5	-18.5	35.5
20	4.18	-57.5	-12.5	29.5
20	4.12	-51.5	-0.5	32.5
19	5.71	17.5	-102	5.5
19	5.62	23.5	-96.5	-9.5
19	4.92	29.5	-93.5	5.5
19	4.91	38.5	-90.5	-3.5
19	4.85	23.5	-93.5	-15.5
19	4.51	11.5	-93.5	-12.5
18	4.79	-24.5	-39.5	-12.5
18	4.64	-27.5	-51.5	-21.5
18	4.44	-36.5	-36.5	-24.5
18	4.38	-21.5	-57.5	-21.5
18	4.13	-33.5	-24.5	-6.5
18	4.07	-42.5	-48.5	-21.5
17	4.51	-39.5	50.5	-12.5
17	4.41	-45.5	41.5	8.5
17	4.34	-24.5	47.5	-0.5
17	4.32	-33.5	56.5	-0.5
17	4.16	-45.5	41.5	2.5
17	4.13	-30.5	35.5	-6.5
16	4.93	32.5	-6.5	62.5
16	4.38	35.5	-18.5	62.5
16	3.8	29.5	-9.5	47.5
15	5.02	-60.5	-15.5	5.5
15	4.56	-57.5	-9.5	-0.5
15	4.11	-63.5	-21.5	8.5
15	3.99	-54.5	-21.5	5.5
15	3.78	-54.5	-30.5	14.5
15	3.5	-57.5	-6.5	-9.5
14	4.78	2.5	-6.5	29.5
14	4.04	8.5	8.5	29.5
14	4	-15.5	-0.5	29.5
14	3.34	-3.5	11.5	23.5
13	5.5	-39.5	35.5	26.5
13	5.16	-45.5	35.5	26.5
13	4.81	-48.5	32.5	32.5
13	3.68	-33.5	32.5	17.5
12	4.52	-24.5	32.5	-15.5
12	4.51	-24.5	26.5	-18.5
12	4.17	-18.5	20.5	-18.5
12	3.97	-33.5	17.5	-24.5
12	3.47	-24.5	17.5	-24.5
11	4.79	17.5	-9.5	-21.5
11	4.47	20.5	-24.5	-27.5
11	3.73	20.5	-24.5	-21.5
11	3.72	17.5	-12.5	-30.5
10	4.59	-30.5	2.5	26.5
10	4.22	-24.5	5.5	29.5
10	3.72	-24.5	-3.5	29.5
9	4.5	11.5	-66.5	-57.5
9	4.08	35.5	-69.5	-60.5
9	3.93	11.5	-69.5	-48.5
9	3.83	23.5	-75.5	-57.5
9	3.43	29.5	-66.5	-60.5
9	3.42	32.5	-60.5	-60.5
8	4.98	17.5	65.5	14.5
8	4.04	14.5	59.5	17.5
8	3.7	14.5	53.5	14.5
8	3.69	14.5	62.5	2.5
8	3.44	8.5	56.5	8.5
7	4.69	-24.5	-36.5	-39.5
7	3.71	-33.5	-36.5	-39.5
7	3.51	-15.5	-42.5	-36.5
7	3.51	-30.5	-45.5	-36.5
6	4.2	20.5	-54.5	-51.5
6	4.2	32.5	-42.5	-48.5
6	3.85	23.5	-45.5	-45.5
6	3.73	20.5	-45.5	-51.5
5	4.71	41.5	-69.5	-3.5
5	4.66	44.5	-81.5	-6.5
5	3.75	44.5	-87.5	-9.5
5	3.66	53.5	-75.5	-9.5
4	4.55	-36.5	-6.5	8.5
4	4.1	-39.5	-6.5	20.5
3	4.66	-6.5	-81.5	-30.5
3	4.59	-9.5	-87.5	-33.5
3	3.34	-21.5	-93.5	-36.5
2	3.82	2.5	-72.5	-42.5
2	3.75	-6.5	-72.5	-48.5
1	3.9	-0.5	-51.5	-54.5
1	3.88	-0.5	-57.5	-48.5
1	3.83	-0.5	-51.5	-60.5
